responseTime,prolificID,userID,questionNum,response,loadTime,questionID,selectedPart,alignmentCategory,anchorCategory,anchorDistance,alignmentDistance,round5Distance,alignmentType,alignmentPosition,chartType,UID,selectedLabel,error,absError,correct,anchor,alignment
4.49,6473ddd093826f8af4192abb,79,87.0,20,2025-04-22 22:22:11.744,7576.0,23,aligned,near-anchor,2,0,2,25,25,line,79,A,-3.0,3.0,False,non-anchor,aligned
10.658,6786abc3a98055356d70eb64,74,60.0,30,2025-04-22 22:22:05.613,7069.0,29,far-from-aligned,near-anchor,4,6,1,25,31,pie,74,E,1.0,1.0,False,non-anchor,unaligned
7.25,67ed1ea3da663d525e8c39e3,82,8.0,12,2025-04-22 22:22:13.126,7785.0,55,far-from-aligned,far-anchor,5,7,0,0,7,line,82,D,-43.0,43.0,False,non-anchor,unaligned
4.549,6473ddd093826f8af4192abb,79,88.0,20,2025-04-22 22:22:16.368,7577.0,22,far-from-aligned,near-anchor,3,9,2,50,41,line,79,F,-2.0,2.0,False,non-anchor,unaligned
5.52,6473ddd093826f8af4192abb,79,89.0,25,2025-04-22 22:22:21.056,7578.0,24,near-aligned,near-anchor,1,3,1,75,72,pie,79,B,1.0,1.0,False,non-anchor,unaligned
6.754,67ed1ea3da663d525e8c39e3,82,9.0,15,2025-04-22 22:22:20.725,7786.0,48,aligned,near-anchor,2,0,2,50,2,pie,82,E,-33.0,33.0,False,non-anchor,aligned
49.271,67d048e42c9306364785cbf3,80,88.0,39,2025-04-22 22:21:38.679,7673.0,30,near-aligned,far-anchor,5,4,0,75,41,pie,80,B,9.0,9.0,False,non-anchor,unaligned
5.773,67ed1ea3da663d525e8c39e3,82,10.0,17,2025-04-22 22:22:27.834,7787.0,31,far-from-aligned,far-anchor,6,7,1,100,62,line,82,E,-14.0,14.0,False,non-anchor,unaligned
5.511,67d048e42c9306364785cbf3,80,89.0,28,2025-04-22 22:22:28.205,7674.0,34,far-from-aligned,far-anchor,9,5,1,50,11,line,80,A,-6.0,6.0,False,non-anchor,unaligned
4.509,67ed1ea3da663d525e8c39e3,82,11.0,12,2025-04-22 22:22:33.939,7788.0,47,far-from-aligned,near-anchor,3,6,2,50,9,line,82,F,-35.0,35.0,False,non-anchor,unaligned
4.682,67d048e42c9306364785cbf3,80,90.0,48,2025-04-22 22:22:33.964,7675.0,47,aligned,near-anchor,3,0,2,50,3,pie,80,G,1.0,1.0,False,non-anchor,aligned
24.661,6786abc3a98055356d70eb64,74,61.0,34,2025-04-22 22:22:16.722,7070.0,31,near-aligned,far-anchor,6,2,1,100,67,line,74,F,3.0,3.0,False,non-anchor,unaligned
15.666,6473ddd093826f8af4192abb,79,90.0,25,2025-04-22 22:22:26.715,7579.0,25,near-aligned,anchor,0,1,0,50 and 75,49,line,79,B,0.0,0.0,True,anchor,unaligned
31.66,67e01062390c170e180f7d74,81,35.0,24,2025-04-22 22:22:10.959,7716.0,23,far-from-aligned,near-anchor,2,6,2,75,69,pie,81,A,1.0,1.0,False,non-anchor,unaligned
3.815,67d048e42c9306364785cbf3,80,91.0,24,2025-04-22 22:22:38.952,7676.0,25,aligned,anchor,0,0,0,50 and 75,50,line,80,C,-1.0,1.0,False,anchor,aligned
5.199,67d048e42c9306364785cbf3,80,92.0,49,2025-04-22 22:22:43.278,7677.0,51,near-aligned,far-anchor,1,1,1,0,1,pie,80,A,-2.0,2.0,False,non-anchor,unaligned
5.087,67d048e42c9306364785cbf3,80,93.0,48,2025-04-22 22:22:48.729,7678.0,50,near-aligned,anchor,0,4,0,0 and 50,4,line,80,B,-2.0,2.0,False,anchor,unaligned
5.179,67d048e42c9306364785cbf3,80,94.0,12,2025-04-22 22:22:54.088,7679.0,16,far-from-aligned,far-anchor,9,7,1,75,66,line,80,A,-4.0,4.0,False,non-anchor,unaligned
7.905,67ed1ea3da663d525e8c39e3,82,12.0,17,2025-04-22 22:22:53.469,7789.0,49,near-aligned,near-anchor,1,4,1,50,5,line,82,D,-32.0,32.0,False,non-anchor,unaligned
21.234,6786abc3a98055356d70eb64,74,62.0,46,2025-04-22 22:22:41.740,7071.0,36,near-aligned,far-anchor,11,2,1,75,37,line,74,F,10.0,10.0,False,non-anchor,unaligned
16.666,67e01062390c170e180f7d74,81,36.0,45,2025-04-22 22:22:46.713,7717.0,44,far-from-aligned,far-anchor,6,5,1,75,36,line,81,A,1.0,1.0,False,non-anchor,unaligned
4.37,67d048e42c9306364785cbf3,80,95.0,50,2025-04-22 22:22:59.536,7680.0,51,near-aligned,far-anchor,1,3,1,75,21,line,80,C,-1.0,1.0,False,non-anchor,unaligned
9.096,67ed1ea3da663d525e8c39e3,82,13.0,24,2025-04-22 22:23:01.764,7790.0,30,near-aligned,far-anchor,5,4,0,100,66,pie,82,E,-6.0,6.0,False,non-anchor,unaligned
6.551,67ed1ea3da663d525e8c39e3,82,14.0,13,2025-04-22 22:23:11.180,7791.0,25,far-from-aligned,anchor,0,12,0,50 and 75,38,line,82,F,-12.0,12.0,False,anchor,unaligned
16.248,6786abc3a98055356d70eb64,74,63.0,30,2025-04-22 22:23:03.522,7072.0,16,aligned,far-anchor,9,0,1,75,75,pie,74,E,14.0,14.0,False,non-anchor,aligned
17.973,67e01062390c170e180f7d74,81,37.0,25,2025-04-22 22:23:03.936,7718.0,24,near-aligned,near-anchor,1,2,1,75,53,line,81,B,1.0,1.0,False,non-anchor,unaligned
42.029,6473ddd093826f8af4192abb,79,91.0,37,2025-04-22 22:22:42.506,7580.0,38,aligned,far-anchor,12,0,2,50,50,pie,79,E,-1.0,1.0,False,non-anchor,aligned
7.566,6786abc3a98055356d70eb64,74,64.0,50,2025-04-22 22:23:20.049,7073.0,50,near-aligned,anchor,0,3,0,50 and 100,47,pie,74,E,0.0,0.0,True,anchor,unaligned
9.803,67ed1ea3da663d525e8c39e3,82,15.0,15,2025-04-22 22:23:18.465,7792.0,38,aligned,far-anchor,12,0,2,50,12,line,82,F,-23.0,23.0,False,non-anchor,aligned
4.771,67ed1ea3da663d525e8c39e3,82,16.0,12,2025-04-22 22:23:28.623,7793.0,38,aligned,far-anchor,12,0,2,50,50,pie,82,D,-26.0,26.0,False,non-anchor,aligned
11.608,67e01062390c170e180f7d74,81,38.0,25,2025-04-22 22:23:23.650,7719.0,24,near-aligned,near-anchor,1,4,1,50,30,pie,81,E,1.0,1.0,False,non-anchor,unaligned
8.316,6786abc3a98055356d70eb64,74,65.0,25,2025-04-22 22:23:27.916,7074.0,25,aligned,anchor,0,0,0,50 and 75,50,line,74,C,0.0,0.0,True,anchor,aligned
5.021,67ed1ea3da663d525e8c39e3,82,17.0,23,2025-04-22 22:23:33.775,7794.0,55,near-aligned,far-anchor,5,3,0,0,3,pie,82,F,-32.0,32.0,False,non-anchor,unaligned
16.184,6473ddd093826f8af4192abb,79,92.0,20,2025-04-22 22:23:24.684,7581.0,19,far-from-aligned,far-anchor,6,5,1,25,11,line,79,A,1.0,1.0,False,non-anchor,unaligned
4.894,67ed1ea3da663d525e8c39e3,82,18.0,13,2025-04-22 22:23:39.137,7795.0,22,near-aligned,near-anchor,3,4,2,75,57,line,82,C,-9.0,9.0,False,non-anchor,unaligned
8.319,6786abc3a98055356d70eb64,74,66.0,30,2025-04-22 22:23:36.524,7075.0,32,near-aligned,far-anchor,7,3,2,50,47,pie,74,C,-2.0,2.0,False,non-anchor,unaligned
4.781,6473ddd093826f8af4192abb,79,93.0,25,2025-04-22 22:23:41.023,7582.0,22,near-aligned,near-anchor,3,3,2,75,72,line,79,C,3.0,3.0,False,non-anchor,unaligned
4.348,6473ddd093826f8af4192abb,79,94.0,51,2025-04-22 22:23:45.956,7583.0,51,aligned,far-anchor,1,0,1,0,0,pie,79,C,0.0,0.0,True,non-anchor,aligned
7.427,67ed1ea3da663d525e8c39e3,82,19.0,15,2025-04-22 22:23:44.420,7796.0,26,far-from-aligned,near-anchor,1,5,1,25,30,line,82,G,-11.0,11.0,False,non-anchor,unaligned
17.455,67e01062390c170e180f7d74,81,39.0,52,2025-04-22 22:23:36.602,7720.0,52,near-aligned,far-anchor,2,3,2,0,3,pie,81,A,0.0,0.0,True,non-anchor,unaligned
4.5,6473ddd093826f8af4192abb,79,95.0,20,2025-04-22 22:23:50.440,7584.0,18,aligned,far-anchor,7,0,2,25,25,line,79,D,2.0,2.0,False,non-anchor,aligned
4.734,67ed1ea3da663d525e8c39e3,82,20.0,12,2025-04-22 22:23:52.194,7797.0,28,near-aligned,near-anchor,3,1,2,50,49,line,82,G,-16.0,16.0,False,non-anchor,unaligned
16.215,6786abc3a98055356d70eb64,74,67.0,30,2025-04-22 22:23:46.128,7076.0,32,aligned,far-anchor,7,0,2,75,43,line,74,D,-2.0,2.0,False,non-anchor,aligned
7.473,67ed1ea3da663d525e8c39e3,82,21.0,17,2025-04-22 22:23:57.267,7798.0,41,far-from-aligned,far-anchor,9,7,1,75,41,line,82,G,-24.0,24.0,False,non-anchor,unaligned
3.953,67ed1ea3da663d525e8c39e3,82,22.0,12,2025-04-22 22:24:05.165,7799.0,25,far-from-aligned,anchor,0,9,0,50 and 75,41,pie,82,D,-13.0,13.0,False,anchor,unaligned
5.338,67ed1ea3da663d525e8c39e3,82,23.0,16,2025-04-22 22:24:09.456,7800.0,22,aligned,near-anchor,3,0,2,75,53,line,82,C,-6.0,6.0,False,non-anchor,aligned
12.601,6786abc3a98055356d70eb64,74,68.0,40,2025-04-22 22:24:02.645,7077.0,24,near-aligned,near-anchor,1,3,1,25,4,pie,74,A,16.0,16.0,False,non-anchor,unaligned
25.263,67e01062390c170e180f7d74,81,40.0,25,2025-04-22 22:23:54.372,7721.0,22,far-from-aligned,near-anchor,3,10,2,75,65,pie,81,G,3.0,3.0,False,non-anchor,unaligned
7.195,67ed1ea3da663d525e8c39e3,82,24.0,16,2025-04-22 22:24:18.122,7801.0,38,near-aligned,far-anchor,12,4,2,50,46,line,82,A,-22.0,22.0,False,non-anchor,unaligned
5.07,67ed1ea3da663d525e8c39e3,82,25.0,12,2025-04-22 22:24:25.743,7802.0,36,far-from-aligned,far-anchor,11,5,1,50,45,line,82,F,-24.0,24.0,False,non-anchor,unaligned
17.555,67e01062390c170e180f7d74,81,41.0,50,2025-04-22 22:24:20.658,7722.0,50,far-from-aligned,anchor,0,8,0,50 and 100,42,line,81,E,0.0,0.0,True,anchor,unaligned
6.813,67ed1ea3da663d525e8c39e3,82,26.0,16,2025-04-22 22:24:33.828,7803.0,49,far-from-aligned,near-anchor,1,8,1,75,34,pie,82,C,-33.0,33.0,False,non-anchor,unaligned
13.003,67ed1ea3da663d525e8c39e3,82,27.0,14,2025-04-22 22:24:43.008,7804.0,36,near-aligned,far-anchor,11,4,1,25,21,line,82,F,-22.0,22.0,False,non-anchor,unaligned
42.149,6786abc3a98055356d70eb64,74,69.0,35,2025-04-22 22:24:15.535,7078.0,40,aligned,far-anchor,10,0,0,100,60,pie,74,B,-5.0,5.0,False,non-anchor,aligned
4.949,67ed1ea3da663d525e8c39e3,82,28.0,13,2025-04-22 22:24:56.371,7805.0,44,near-aligned,far-anchor,6,2,1,50,4,pie,82,A,-31.0,31.0,False,non-anchor,unaligned
8.572,6786abc3a98055356d70eb64,74,70.0,25,2025-04-22 22:24:57.934,7079.0,26,far-from-aligned,near-anchor,1,10,1,50,60,pie,74,C,-1.0,1.0,False,non-anchor,unaligned
28.188,67e01062390c170e180f7d74,81,42.0,21,2025-04-22 22:24:39.003,7723.0,21,aligned,near-anchor,4,0,1,0,0,line,81,A,0.0,0.0,True,non-anchor,aligned
6.274,67ed1ea3da663d525e8c39e3,82,29.0,15,2025-04-22 22:25:01.665,7806.0,16,near-aligned,far-anchor,9,2,1,75,73,line,82,A,-1.0,1.0,False,non-anchor,unaligned
4.891,67ed1ea3da663d525e8c39e3,82,30.0,16,2025-04-22 22:25:08.310,7807.0,29,far-from-aligned,near-anchor,4,8,1,25,33,pie,82,D,-13.0,13.0,False,non-anchor,unaligned
7.014,6786abc3a98055356d70eb64,74,71.0,34,2025-04-22 22:25:06.796,7080.0,29,near-aligned,near-anchor,4,2,1,50,52,pie,74,B,5.0,5.0,False,non-anchor,unaligned
3.943,67ed1ea3da663d525e8c39e3,82,31.0,13,2025-04-22 22:25:13.532,7808.0,29,aligned,near-anchor,4,0,1,25,25,pie,82,C,-16.0,16.0,False,non-anchor,aligned
5.693,67ed1ea3da663d525e8c39e3,82,32.0,12,2025-04-22 22:25:17.819,7809.0,53,far-from-aligned,far-anchor,3,9,2,100,38,line,82,A,-41.0,41.0,False,non-anchor,unaligned
4.274,67ed1ea3da663d525e8c39e3,82,33.0,15,2025-04-22 22:25:23.859,7810.0,29,aligned,near-anchor,4,0,1,75,46,line,82,B,-14.0,14.0,False,non-anchor,aligned
20.388,67e01062390c170e180f7d74,81,43.0,25,2025-04-22 22:25:07.882,7724.0,22,far-from-aligned,near-anchor,3,9,2,75,62,pie,81,B,3.0,3.0,False,non-anchor,unaligned
11.126,6786abc3a98055356d70eb64,74,72.0,26,2025-04-22 22:25:19.593,7081.0,26,aligned,near-anchor,1,0,1,50,50,line,74,F,0.0,0.0,True,non-anchor,aligned
6.235,67ed1ea3da663d525e8c39e3,82,34.0,15,2025-04-22 22:25:28.471,7811.0,27,far-from-aligned,near-anchor,2,6,2,50,56,line,82,G,-12.0,12.0,False,non-anchor,unaligned
10.848,67e01062390c170e180f7d74,81,44.0,25,2025-04-22 22:25:29.710,7725.0,25,aligned,anchor,0,0,0,25 and 50,25,line,81,D,0.0,0.0,True,anchor,aligned
20.19,6786abc3a98055356d70eb64,74,73.0,25,2025-04-22 22:25:31.012,7082.0,26,far-from-aligned,near-anchor,1,11,1,50,13,pie,74,F,-1.0,1.0,False,non-anchor,unaligned
37.601,67e01062390c170e180f7d74,81,45.0,32,2025-04-22 22:25:41.564,7726.0,32,far-from-aligned,far-anchor,7,5,2,50,13,pie,81,B,0.0,0.0,True,non-anchor,unaligned
31.264,6786abc3a98055356d70eb64,74,74.0,37,2025-04-22 22:25:51.497,7083.0,42,near-aligned,far-anchor,8,1,2,50,49,pie,74,G,-5.0,5.0,False,non-anchor,unaligned
42.901,67d04f22c8d931c891396375,87,0.0,50,2025-04-22 22:25:53.395,8257.0,46,aligned,near-anchor,4,0,1,75,29,line,87,C,4.0,4.0,False,non-anchor,aligned
5.096,67d04f22c8d931c891396375,87,1.0,48,2025-04-22 22:26:36.561,8258.0,46,far-from-aligned,near-anchor,4,8,1,75,37,pie,87,F,2.0,2.0,False,non-anchor,unaligned
7.566,67d04f22c8d931c891396375,87,2.0,12,2025-04-22 22:26:41.908,8259.0,18,near-aligned,far-anchor,7,4,2,75,61,line,87,D,-6.0,6.0,False,non-anchor,unaligned
31.115,67e01062390c170e180f7d74,81,46.0,30,2025-04-22 22:26:19.763,7727.0,29,far-from-aligned,near-anchor,4,9,1,100,62,line,81,C,1.0,1.0,False,non-anchor,unaligned
6.597,67d04f22c8d931c891396375,87,3.0,28,2025-04-22 22:26:49.737,8260.0,24,far-from-aligned,near-anchor,1,7,1,75,58,pie,87,E,4.0,4.0,False,non-anchor,unaligned
11.275,67e01062390c170e180f7d74,81,47.0,50,2025-04-22 22:26:51.892,7728.0,48,near-aligned,near-anchor,2,2,2,50,4,pie,81,E,2.0,2.0,False,non-anchor,unaligned
7.917,67d04f22c8d931c891396375,87,4.0,38,2025-04-22 22:26:56.669,8261.0,38,near-aligned,far-anchor,12,4,2,25,21,pie,87,E,0.0,0.0,True,non-anchor,unaligned
92.582,67ed1ea3da663d525e8c39e3,82,35.0,16,2025-04-22 22:25:35.061,7812.0,32,far-from-aligned,far-anchor,7,8,2,25,33,pie,82,A,-16.0,16.0,False,non-anchor,unaligned
6.01,67d04f22c8d931c891396375,87,5.0,18,2025-04-22 22:27:04.836,8262.0,26,far-from-aligned,near-anchor,1,11,1,0,11,line,87,G,-8.0,8.0,False,non-anchor,unaligned
5.498,67ed1ea3da663d525e8c39e3,82,36.0,15,2025-04-22 22:27:12.255,7813.0,32,far-from-aligned,far-anchor,7,6,2,0,6,pie,82,A,-17.0,17.0,False,non-anchor,unaligned
3.462,67ed1ea3da663d525e8c39e3,82,37.0,14,2025-04-22 22:27:18.171,7814.0,22,near-aligned,near-anchor,3,2,2,50,48,line,82,C,-8.0,8.0,False,non-anchor,unaligned
12.81,67d04f22c8d931c891396375,87,6.0,30,2025-04-22 22:27:11.104,8263.0,38,aligned,far-anchor,12,0,2,25,25,line,87,G,-8.0,8.0,False,non-anchor,aligned
15.975,67e01062390c170e180f7d74,81,48.0,40,2025-04-22 22:27:08.340,7729.0,39,far-from-aligned,far-anchor,11,5,1,75,31,pie,81,A,1.0,1.0,False,non-anchor,unaligned
4.496,67ed1ea3da663d525e8c39e3,82,38.0,14,2025-04-22 22:27:22.214,7815.0,24,near-aligned,near-anchor,1,3,1,50,47,pie,82,E,-10.0,10.0,False,non-anchor,unaligned
7.825,67d04f22c8d931c891396375,87,7.0,50,2025-04-22 22:27:24.166,8264.0,50,far-from-aligned,anchor,0,12,0,50 and 100,38,pie,87,A,0.0,0.0,True,anchor,unaligned
4.531,67ed1ea3da663d525e8c39e3,82,39.0,17,2025-04-22 22:27:27.530,7816.0,50,near-aligned,anchor,0,3,0,50 and 100,47,pie,82,C,-33.0,33.0,False,anchor,unaligned
4.396,67ed1ea3da663d525e8c39e3,82,40.0,16,2025-04-22 22:27:32.413,7817.0,25,near-aligned,anchor,0,1,0,25 and 50,24,line,82,E,-9.0,9.0,False,anchor,unaligned
3.471,67ed1ea3da663d525e8c39e3,82,41.0,13,2025-04-22 22:27:37.149,7818.0,52,far-from-aligned,far-anchor,2,10,2,75,13,line,82,F,-39.0,39.0,False,non-anchor,unaligned
7.769,67ed1ea3da663d525e8c39e3,82,42.0,12,2025-04-22 22:27:41.287,7819.0,50,aligned,anchor,0,0,0,25 and 75,25,pie,82,E,-38.0,38.0,False,anchor,aligned
28.187,67e01062390c170e180f7d74,81,49.0,12,2025-04-22 22:27:24.723,7730.0,16,far-from-aligned,far-anchor,9,7,1,50,43,line,81,B,-4.0,4.0,False,non-anchor,unaligned
21.174,67d04f22c8d931c891396375,87,8.0,49,2025-04-22 22:27:32.254,8265.0,40,near-aligned,far-anchor,10,2,0,50,48,pie,87,F,9.0,9.0,False,non-anchor,unaligned
4.079,67ed1ea3da663d525e8c39e3,82,43.0,14,2025-04-22 22:27:49.399,7820.0,52,aligned,far-anchor,2,0,2,100,48,line,82,A,-38.0,38.0,False,non-anchor,aligned
5.26,67ed1ea3da663d525e8c39e3,82,44.0,16,2025-04-22 22:27:53.824,7821.0,34,far-from-aligned,far-anchor,9,7,1,25,32,pie,82,G,-18.0,18.0,False,non-anchor,unaligned
5.785,67ed1ea3da663d525e8c39e3,82,45.0,14,2025-04-22 22:27:59.441,7822.0,33,aligned,far-anchor,8,0,2,75,42,pie,82,G,-19.0,19.0,False,non-anchor,aligned
14.64,67d04f22c8d931c891396375,87,9.0,40,2025-04-22 22:27:53.688,8266.0,31,aligned,far-anchor,6,0,1,50,19,pie,87,E,9.0,9.0,False,non-anchor,aligned
15.551,67e01062390c170e180f7d74,81,50.0,20,2025-04-22 22:27:53.753,7731.0,19,aligned,far-anchor,6,0,1,100,81,pie,81,A,1.0,1.0,False,non-anchor,aligned
5.08,67ed1ea3da663d525e8c39e3,82,46.0,13,2025-04-22 22:28:06.237,7823.0,39,near-aligned,far-anchor,11,1,1,50,49,line,82,A,-26.0,26.0,False,non-anchor,unaligned
4.193,67ed1ea3da663d525e8c39e3,82,47.0,15,2025-04-22 22:28:11.658,7824.0,22,far-from-aligned,near-anchor,3,10,2,75,65,line,82,B,-7.0,7.0,False,non-anchor,unaligned
11.814,67d04f22c8d931c891396375,87,10.0,38,2025-04-22 22:28:08.655,8267.0,39,aligned,far-anchor,11,0,1,50,11,line,87,A,-1.0,1.0,False,non-anchor,aligned
4.337,67ed1ea3da663d525e8c39e3,82,48.0,15,2025-04-22 22:28:18.951,7825.0,25,aligned,anchor,0,0,0,0 and 25,0,line,82,F,-10.0,10.0,False,anchor,aligned
3.656,67ed1ea3da663d525e8c39e3,82,49.0,16,2025-04-22 22:28:23.627,7826.0,40,aligned,far-anchor,10,0,0,0,0,pie,82,G,-24.0,24.0,False,non-anchor,aligned
11.009,67d04f22c8d931c891396375,87,11.0,28,2025-04-22 22:28:20.739,8268.0,18,near-aligned,far-anchor,7,3,2,100,79,pie,87,A,10.0,10.0,False,non-anchor,unaligned
6.041,67ed1ea3da663d525e8c39e3,82,50.0,14,2025-04-22 22:28:27.648,7827.0,23,aligned,near-anchor,2,0,2,75,52,pie,82,E,-9.0,9.0,False,non-anchor,aligned
24.179,67e01062390c170e180f7d74,81,51.0,25,2025-04-22 22:28:09.845,7732.0,25,far-from-aligned,anchor,0,9,0,75 and 100,66,pie,81,E,0.0,0.0,True,anchor,unaligned
12.636,67ed1ea3da663d525e8c39e3,82,51.0,12,2025-04-22 22:28:34.085,7828.0,32,near-aligned,far-anchor,7,4,2,0,4,pie,82,C,-20.0,20.0,False,non-anchor,unaligned
9.179,67d04f22c8d931c891396375,87,12.0,10,2025-04-22 22:28:38.208,8269.0,16,near-aligned,far-anchor,9,3,1,50,47,line,87,D,-6.0,6.0,False,non-anchor,unaligned
145.929,6786abc3a98055356d70eb64,74,75.0,27,2025-04-22 22:26:23.048,7084.0,27,near-aligned,near-anchor,2,3,2,0,3,line,74,D,0.0,0.0,True,non-anchor,unaligned
18.251,67e01062390c170e180f7d74,81,52.0,35,2025-04-22 22:28:34.899,7733.0,38,aligned,far-anchor,12,0,2,50,12,pie,81,E,-3.0,3.0,False,non-anchor,aligned
5.762,67d04f22c8d931c891396375,87,13.0,38,2025-04-22 22:28:47.636,8270.0,43,near-aligned,far-anchor,7,3,2,50,4,pie,87,G,-5.0,5.0,False,non-anchor,unaligned
6.788,67ed1ea3da663d525e8c39e3,82,52.0,13,2025-04-22 22:28:47.458,7829.0,27,near-aligned,near-anchor,2,1,2,25,26,pie,82,A,-14.0,14.0,False,non-anchor,unaligned
6.152,67d04f22c8d931c891396375,87,14.0,35,2025-04-22 22:28:53.646,8271.0,45,aligned,far-anchor,5,0,0,100,55,line,87,C,-10.0,10.0,False,non-anchor,aligned
5.61,67ed1ea3da663d525e8c39e3,82,53.0,14,2025-04-22 22:28:54.866,7830.0,23,far-from-aligned,near-anchor,2,11,2,50,38,line,82,D,-9.0,9.0,False,non-anchor,unaligned
15.057,6786abc3a98055356d70eb64,74,76.0,37,2025-04-22 22:28:49.280,7085.0,44,far-from-aligned,far-anchor,6,8,1,50,14,pie,74,E,-7.0,7.0,False,non-anchor,unaligned
6.611,67d04f22c8d931c891396375,87,15.0,40,2025-04-22 22:29:00.049,8272.0,46,near-aligned,near-anchor,4,2,1,50,48,line,87,F,-6.0,6.0,False,non-anchor,unaligned
15.799,67e01062390c170e180f7d74,81,53.0,48,2025-04-22 22:28:54.150,7734.0,48,aligned,near-anchor,2,0,2,100,52,line,81,F,0.0,0.0,True,non-anchor,aligned
7.31,67d04f22c8d931c891396375,87,16.0,27,2025-04-22 22:29:06.917,8273.0,26,aligned,near-anchor,1,0,1,50,50,pie,87,D,1.0,1.0,False,non-anchor,aligned
15.136,67ed1ea3da663d525e8c39e3,82,54.0,15,2025-04-22 22:29:00.907,7831.0,32,near-aligned,far-anchor,7,2,2,0,2,line,82,G,-17.0,17.0,False,non-anchor,unaligned
7.509,67d04f22c8d931c891396375,87,17.0,14,2025-04-22 22:29:14.480,8274.0,24,far-from-aligned,near-anchor,1,9,1,25,16,line,87,G,-10.0,10.0,False,non-anchor,unaligned
6.195,67ed1ea3da663d525e8c39e3,82,55.0,16,2025-04-22 22:29:16.728,7832.0,28,aligned,near-anchor,3,0,2,50,50,line,82,E,-12.0,12.0,False,non-anchor,aligned
19.812,6786abc3a98055356d70eb64,74,77.0,20,2025-04-22 22:29:04.636,7086.0,22,near-aligned,near-anchor,3,1,2,50,49,line,74,B,-2.0,2.0,False,non-anchor,unaligned
15.075,67e01062390c170e180f7d74,81,54.0,22,2025-04-22 22:29:11.063,7735.0,22,aligned,near-anchor,3,0,2,0,0,pie,81,A,0.0,0.0,True,non-anchor,aligned
7.539,67d04f22c8d931c891396375,87,18.0,50,2025-04-22 22:29:22.268,8275.0,50,near-aligned,anchor,0,1,0,50 and 100,49,line,87,C,0.0,0.0,True,anchor,unaligned
6.885,67ed1ea3da663d525e8c39e3,82,56.0,14,2025-04-22 22:29:25.187,7833.0,37,far-from-aligned,far-anchor,12,6,2,0,6,pie,82,D,-23.0,23.0,False,non-anchor,unaligned
11.129,6786abc3a98055356d70eb64,74,78.0,15,2025-04-22 22:29:24.777,7087.0,15,near-aligned,far-anchor,10,4,0,75,56,pie,74,E,0.0,0.0,True,non-anchor,unaligned
6.737,67d04f22c8d931c891396375,87,19.0,50,2025-04-22 22:29:30.080,8276.0,50,aligned,anchor,0,0,0,0 and 50,0,pie,87,B,0.0,0.0,True,anchor,aligned
10.748,67ed1ea3da663d525e8c39e3,82,57.0,15,2025-04-22 22:29:32.411,7834.0,25,aligned,anchor,0,0,0,0 and 25,0,pie,82,D,-10.0,10.0,False,anchor,aligned
7.728,67ed1ea3da663d525e8c39e3,82,58.0,12,2025-04-22 22:29:43.841,7835.0,36,near-aligned,far-anchor,11,3,1,75,36,line,82,F,-24.0,24.0,False,non-anchor,unaligned
16.881,6786abc3a98055356d70eb64,74,79.0,29,2025-04-22 22:29:36.176,7088.0,31,near-aligned,far-anchor,6,1,1,100,68,line,74,C,-2.0,2.0,False,non-anchor,unaligned
4.959,67ed1ea3da663d525e8c39e3,82,59.0,13,2025-04-22 22:29:53.194,7836.0,50,near-aligned,anchor,0,4,0,0 and 50,4,line,82,B,-37.0,37.0,False,anchor,unaligned
4.391,67ed1ea3da663d525e8c39e3,82,60.0,14,2025-04-22 22:30:04.402,7837.0,29,near-aligned,near-anchor,4,2,1,50 and 75,48,pie,82,C,-15.0,15.0,False,non-anchor,unaligned
42.98,67e01062390c170e180f7d74,81,55.0,20,2025-04-22 22:29:26.662,7736.0,19,far-from-aligned,far-anchor,6,7,1,50,43,pie,81,A,1.0,1.0,False,non-anchor,unaligned
21.537,6786abc3a98055356d70eb64,74,80.0,28,2025-04-22 22:29:53.329,7089.0,27,far-from-aligned,near-anchor,2,5,2,50,55,pie,74,B,1.0,1.0,False,non-anchor,unaligned
7.384,67ed1ea3da663d525e8c39e3,82,61.0,15,2025-04-22 22:30:09.213,7838.0,54,far-from-aligned,far-anchor,4,5,1,0,5,pie,82,D,-39.0,39.0,False,non-anchor,unaligned
5.847,67ed1ea3da663d525e8c39e3,82,62.0,13,2025-04-22 22:30:16.965,7839.0,22,near-aligned,near-anchor,3,4,2,50,46,pie,82,G,-9.0,9.0,False,non-anchor,unaligned
8.503,6786abc3a98055356d70eb64,74,81.0,30,2025-04-22 22:30:15.662,7090.0,16,far-from-aligned,far-anchor,9,6,1,50,44,pie,74,D,14.0,14.0,False,non-anchor,unaligned
22.18,67e01062390c170e180f7d74,81,56.0,47,2025-04-22 22:30:10.059,7737.0,47,near-aligned,near-anchor,3,1,2,100,52,pie,81,D,0.0,0.0,True,non-anchor,unaligned
9.367,67ed1ea3da663d525e8c39e3,82,63.0,13,2025-04-22 22:30:24.150,7840.0,42,aligned,far-anchor,8,0,2,0,0,pie,82,D,-29.0,29.0,False,non-anchor,aligned
8.199,67ed1ea3da663d525e8c39e3,82,64.0,17,2025-04-22 22:30:35.384,7841.0,47,far-from-aligned,near-anchor,3,5,2,50,45,pie,82,B,-30.0,30.0,False,non-anchor,unaligned
