"selectedPart","alignmentCategory","anchorCategory","anchorDistance","alignmentDistance","round5Distance","alignmentType","alignmentPosition","chartType","UID","selectedLabel"
25,"aligned","anchor",0,0,0,"50 and 75",50,"line",13,"E"
25,"near-aligned","anchor",0,3,0,"0 and 25",3,"line",13,"E"
50,"near-aligned","anchor",0,3,0,"25 and 75",22,"line",13,"G"
50,"far-from-aligned","anchor",0,5,0,"0 and 50",5,"line",13,"D"
25,"far-from-aligned","anchor",0,6,0,"50 and 75",44,"line",13,"D"
25,"aligned","anchor",0,0,0,"25 and 50",25,"pie",13,"F"
50,"aligned","anchor",0,0,0,"0 and 50",0,"pie",13,"D"
50,"near-aligned","anchor",0,2,0,"50 and 100",48,"pie",13,"D"
25,"near-aligned","anchor",0,3,0,"50 and 75",47,"pie",13,"A"
50,"far-from-aligned","anchor",0,10,0,"25 and 75",15,"pie",13,"D"
25,"far-from-aligned","anchor",0,10,0,"50 and 75",40,"pie",13,"G"
22,"aligned","near-anchor",3,0,2,"100",78,"line",13,"E"
27,"aligned","near-anchor",2,0,2,"0",0,"line",13,"D"
28,"aligned","near-anchor",3,0,2,"100",72,"line",13,"E"
23,"aligned","near-anchor",2,0,2,"25",25,"line",13,"C"
21,"aligned","near-anchor",4,0,1,"50",29,"line",13,"B"
28,"near-aligned","near-anchor",3,4,2,"100",68,"line",13,"D"
28,"near-aligned","near-anchor",3,4,2,"50",18,"line",13,"G"
23,"near-aligned","near-anchor",2,2,2,"75",54,"line",13,"D"
47,"near-aligned","near-anchor",3,1,2,"0",1,"line",13,"C"
46,"near-aligned","near-anchor",4,3,1,"50",7,"line",13,"F"
27,"near-aligned","near-anchor",2,1,2,"0",1,"line",13,"B"
28,"far-from-aligned","near-anchor",3,6,2,"50",16,"line",13,"C"
47,"far-from-aligned","near-anchor",3,6,2,"50",9,"line",13,"C"
22,"far-from-aligned","near-anchor",3,9,2,"75",66,"line",13,"E"
47,"far-from-aligned","near-anchor",3,9,2,"75",37,"line",13,"E"
24,"far-from-aligned","near-anchor",1,7,1,"50",43,"line",13,"G"
28,"far-from-aligned","near-anchor",3,11,2,"0 and 50",11,"line",13,"D"
23,"far-from-aligned","near-anchor",2,10,2,"50",40,"line",13,"B"
23,"aligned","near-anchor",2,0,2,"0",0,"pie",13,"B"
46,"aligned","near-anchor",4,0,1,"50",50,"pie",13,"F"
22,"aligned","near-anchor",3,0,2,"25",25,"pie",13,"C"
22,"aligned","near-anchor",3,0,2,"75",53,"pie",13,"F"
26,"aligned","near-anchor",1,0,1,"0",0,"pie",13,"E"
28,"near-aligned","near-anchor",3,4,2,"0",4,"pie",13,"G"
27,"near-aligned","near-anchor",2,3,2,"50",20,"pie",13,"B"
46,"near-aligned","near-anchor",4,2,1,"50",48,"pie",13,"B"
22,"near-aligned","near-anchor",3,2,2,"25",23,"pie",13,"B"
29,"near-aligned","near-anchor",4,4,1,"100",67,"pie",13,"B"
49,"near-aligned","near-anchor",1,2,1,"50",3,"pie",13,"G"
29,"far-from-aligned","near-anchor",4,7,1,"0",7,"pie",13,"B"
23,"far-from-aligned","near-anchor",2,5,2,"75",57,"pie",13,"A"
26,"far-from-aligned","near-anchor",1,10,1,"75",39,"pie",13,"F"
21,"far-from-aligned","near-anchor",4,8,1,"75",67,"pie",13,"B"
27,"far-from-aligned","near-anchor",2,7,2,"50",57,"pie",13,"A"
49,"far-from-aligned","near-anchor",1,10,1,"50",40,"pie",13,"D"
24,"far-from-aligned","near-anchor",1,5,1,"25",6,"pie",13,"F"
16,"aligned","far-anchor",9,0,1,"25",25,"line",13,"F"
33,"aligned","far-anchor",8,0,2,"100",67,"line",13,"A"
35,"aligned","far-anchor",10,0,0,"25",25,"line",13,"G"
15,"aligned","far-anchor",10,0,0,"50",35,"line",13,"E"
34,"aligned","far-anchor",9,0,1,"75",41,"line",13,"G"
20,"aligned","far-anchor",5,0,0,"75",75,"line",13,"F"
15,"near-aligned","far-anchor",10,3,0,"50",32,"line",13,"A"
45,"near-aligned","far-anchor",5,3,0,"75",33,"line",13,"E"
52,"near-aligned","far-anchor",2,1,2,"0",1,"line",13,"G"
40,"near-aligned","far-anchor",10,1,0,"0",1,"line",13,"D"
39,"near-aligned","far-anchor",11,4,1,"50",7,"line",13,"A"
39,"near-aligned","far-anchor",11,3,1,"75",33,"line",13,"F"
31,"near-aligned","far-anchor",6,3,1,"100",66,"line",13,"A"
33,"near-aligned","far-anchor",8,4,2,"25",29,"line",13,"B"
33,"near-aligned","far-anchor",8,3,2,"75",39,"line",13,"D"
17,"far-from-aligned","far-anchor",8,7,2,"25",18,"line",13,"A"
33,"far-from-aligned","far-anchor",8,6,2,"75",36,"line",13,"A"
36,"far-from-aligned","far-anchor",11,7,1,"50 and 100",57,"line",13,"C"
31,"far-from-aligned","far-anchor",6,9,1,"100",60,"line",13,"B"
33,"far-from-aligned","far-anchor",8,6,2,"50",11,"line",13,"G"
20,"far-from-aligned","far-anchor",5,7,0,"50",43,"line",13,"A"
45,"far-from-aligned","far-anchor",5,8,0,"25",17,"line",13,"B"
18,"far-from-aligned","far-anchor",7,6,2,"25",13,"line",13,"A"
19,"far-from-aligned","far-anchor",6,9,1,"75",66,"line",13,"D"
18,"aligned","far-anchor",7,0,2,"75",57,"pie",13,"B"
32,"aligned","far-anchor",7,0,2,"50",18,"pie",13,"B"
41,"aligned","far-anchor",9,0,1,"50",9,"pie",13,"B"
33,"aligned","far-anchor",8,0,2,"50",17,"pie",13,"B"
33,"aligned","far-anchor",8,0,2,"50",17,"pie",13,"E"
37,"aligned","far-anchor",12,0,2,"100",63,"pie",13,"B"
53,"near-aligned","far-anchor",3,1,2,"0",1,"pie",13,"B"
41,"near-aligned","far-anchor",9,4,1,"75",30,"pie",13,"D"
17,"near-aligned","far-anchor",8,2,2,"25",6,"pie",13,"F"
33,"near-aligned","far-anchor",8,4,2,"75",38,"pie",13,"G"
41,"near-aligned","far-anchor",9,4,1,"25",21,"pie",13,"D"
17,"near-aligned","far-anchor",8,2,2,"25",23,"pie",13,"D"
34,"near-aligned","far-anchor",9,1,1,"50",15,"pie",13,"E"
38,"near-aligned","far-anchor",12,4,2,"100",58,"pie",13,"B"
16,"near-aligned","far-anchor",9,3,1,"75",72,"pie",13,"D"
18,"far-from-aligned","far-anchor",7,7,2,"50",43,"pie",13,"E"
35,"far-from-aligned","far-anchor",10,5,0,"25 and 50",20,"pie",13,"B"
18,"far-from-aligned","far-anchor",7,5,2,"25",20,"pie",13,"G"
54,"far-from-aligned","far-anchor",4,5,1,"100",41,"pie",13,"B"
53,"far-from-aligned","far-anchor",3,7,2,"0",7,"pie",13,"D"
33,"far-from-aligned","far-anchor",8,5,2,"25",30,"pie",13,"D"
20,"far-from-aligned","far-anchor",5,8,0,"25",17,"pie",13,"F"
15,"far-from-aligned","far-anchor",10,7,0,"25",17,"pie",13,"A"
31,"far-from-aligned","far-anchor",6,8,1,"100",61,"pie",13,"A"
50,"aligned","anchor",0,0,0,"0 and 50",0,"line",14,"B"
25,"aligned","anchor",0,0,0,"0 and 25",0,"line",14,"A"
50,"near-aligned","anchor",0,4,0,"25 and 75",21,"line",14,"F"
25,"near-aligned","anchor",0,4,0,"0 and 25",4,"line",14,"A"
25,"far-from-aligned","anchor",0,12,0,"50 and 75",38,"line",14,"B"
50,"far-from-aligned","anchor",0,11,0,"0 and 50",11,"line",14,"B"
25,"aligned","anchor",0,0,0,"0 and 25",0,"pie",14,"B"
25,"aligned","anchor",0,0,0,"50 and 75",50,"pie",14,"F"
25,"near-aligned","anchor",0,4,0,"25 and 50",21,"pie",14,"C"
25,"near-aligned","anchor",0,4,0,"50 and 75",46,"pie",14,"C"
25,"far-from-aligned","anchor",0,6,0,"75 and 100",69,"pie",14,"G"
25,"far-from-aligned","anchor",0,10,0,"0 and 25",10,"pie",14,"G"
27,"aligned","near-anchor",2,0,2,"25",25,"line",14,"D"
24,"aligned","near-anchor",1,0,1,"75",75,"line",14,"C"
26,"aligned","near-anchor",1,0,1,"25",25,"line",14,"D"
48,"aligned","near-anchor",2,0,2,"50",50,"line",14,"B"
28,"aligned","near-anchor",3,0,2,"50",50,"line",14,"C"
48,"near-aligned","near-anchor",2,3,2,"50",5,"line",14,"E"
23,"near-aligned","near-anchor",2,2,2,"75",73,"line",14,"B"
28,"near-aligned","near-anchor",3,1,2,"50",49,"line",14,"A"
24,"near-aligned","near-anchor",1,1,1,"50",27,"line",14,"B"
47,"near-aligned","near-anchor",3,4,2,"50",7,"line",14,"A"
49,"near-aligned","near-anchor",1,3,1,"25",22,"line",14,"C"
24,"far-from-aligned","near-anchor",1,9,1,"50",41,"line",14,"G"
46,"far-from-aligned","near-anchor",4,6,1,"50",44,"line",14,"F"
24,"far-from-aligned","near-anchor",1,7,1,"75",58,"line",14,"D"
24,"far-from-aligned","near-anchor",1,8,1,"50",34,"line",14,"B"
29,"far-from-aligned","near-anchor",4,8,1,"100",63,"line",14,"C"
27,"far-from-aligned","near-anchor",2,11,2,"0",11,"line",14,"F"
26,"far-from-aligned","near-anchor",1,10,1,"50",60,"line",14,"E"
21,"aligned","near-anchor",4,0,1,"50",50,"pie",14,"D"
22,"aligned","near-anchor",3,0,2,"0",0,"pie",14,"D"
24,"aligned","near-anchor",1,0,1,"75",75,"pie",14,"G"
47,"aligned","near-anchor",3,0,2,"50",50,"pie",14,"A"
27,"aligned","near-anchor",2,0,2,"25",25,"pie",14,"B"
22,"near-aligned","near-anchor",3,1,2,"25",2,"pie",14,"E"
21,"near-aligned","near-anchor",4,3,1,"75",57,"pie",14,"C"
23,"near-aligned","near-anchor",2,2,2,"75",73,"pie",14,"E"
26,"near-aligned","near-anchor",1,2,1,"50",22,"pie",14,"D"
49,"near-aligned","near-anchor",1,2,1,"50",48,"pie",14,"E"
21,"near-aligned","near-anchor",4,1,1,"100",78,"pie",14,"D"
26,"far-from-aligned","near-anchor",1,8,1,"0",8,"pie",14,"A"
24,"far-from-aligned","near-anchor",1,5,1,"25",20,"pie",14,"C"
27,"far-from-aligned","near-anchor",2,6,2,"0",6,"pie",14,"C"
47,"far-from-aligned","near-anchor",3,7,2,"50",43,"pie",14,"D"
22,"far-from-aligned","near-anchor",3,10,2,"75",65,"pie",14,"F"
24,"far-from-aligned","near-anchor",1,11,1,"75",62,"pie",14,"A"
22,"far-from-aligned","near-anchor",3,7,2,"25",10,"pie",14,"D"
37,"aligned","far-anchor",12,0,2,"100",63,"line",14,"A"
53,"aligned","far-anchor",3,0,2,"25",25,"line",14,"A"
42,"aligned","far-anchor",8,0,2,"100",58,"line",14,"F"
34,"aligned","far-anchor",9,0,1,"25",25,"line",14,"E"
52,"aligned","far-anchor",2,0,2,"0",0,"line",14,"B"
38,"aligned","far-anchor",12,0,2,"0",0,"line",14,"G"
54,"near-aligned","far-anchor",4,1,1,"75",20,"line",14,"G"
35,"near-aligned","far-anchor",10,1,0,"75",39,"line",14,"C"
15,"near-aligned","far-anchor",10,4,0,"50",46,"line",14,"F"
37,"near-aligned","far-anchor",12,1,2,"50",49,"line",14,"C"
38,"near-aligned","far-anchor",12,1,2,"100",61,"line",14,"A"
19,"near-aligned","far-anchor",6,4,1,"25",10,"line",14,"G"
30,"near-aligned","far-anchor",5,2,0,"50",18,"line",14,"F"
30,"near-aligned","far-anchor",5,3,0,"50",53,"line",14,"G"
41,"near-aligned","far-anchor",9,2,1,"50",48,"line",14,"D"
34,"far-from-aligned","far-anchor",9,6,1,"25",31,"line",14,"D"
55,"far-from-aligned","far-anchor",5,7,0,"100",38,"line",14,"D"
17,"far-from-aligned","far-anchor",8,7,2,"25",15,"line",14,"B"
16,"far-from-aligned","far-anchor",9,7,1,"25",18,"line",14,"B"
42,"far-from-aligned","far-anchor",8,5,2,"50",13,"line",14,"A"
17,"far-from-aligned","far-anchor",8,7,2,"25",18,"line",14,"A"
20,"far-from-aligned","far-anchor",5,5,0,"50",35,"line",14,"F"
32,"far-from-aligned","far-anchor",7,9,2,"0 and 50",9,"line",14,"E"
18,"far-from-aligned","far-anchor",7,5,2,"50",37,"line",14,"D"
37,"aligned","far-anchor",12,0,2,"50",50,"pie",14,"C"
53,"aligned","far-anchor",3,0,2,"75",22,"pie",14,"F"
17,"aligned","far-anchor",8,0,2,"50",33,"pie",14,"A"
54,"aligned","far-anchor",4,0,1,"0",0,"pie",14,"D"
44,"aligned","far-anchor",6,0,1,"50",50,"pie",14,"G"
30,"aligned","far-anchor",5,0,0,"0",0,"pie",14,"E"
45,"near-aligned","far-anchor",5,1,0,"50",4,"pie",14,"A"
41,"near-aligned","far-anchor",9,1,1,"0",1,"pie",14,"C"
55,"near-aligned","far-anchor",5,2,0,"100",43,"pie",14,"F"
51,"near-aligned","far-anchor",1,2,1,"75",22,"pie",14,"D"
36,"near-aligned","far-anchor",11,3,1,"50",47,"pie",14,"B"
30,"near-aligned","far-anchor",5,2,0,"75",43,"pie",14,"G"
41,"near-aligned","far-anchor",9,4,1,"50",46,"pie",14,"B"
18,"near-aligned","far-anchor",7,4,2,"50",36,"pie",14,"F"
35,"near-aligned","far-anchor",10,3,0,"50",12,"pie",14,"D"
52,"far-from-aligned","far-anchor",2,9,2,"75",14,"pie",14,"A"
32,"far-from-aligned","far-anchor",7,8,2,"50",58,"pie",14,"F"
32,"far-from-aligned","far-anchor",7,7,2,"0",7,"pie",14,"D"
52,"far-from-aligned","far-anchor",2,8,2,"100",40,"pie",14,"G"
32,"far-from-aligned","far-anchor",7,7,2,"25",32,"pie",14,"B"
16,"far-from-aligned","far-anchor",9,5,1,"75",64,"pie",14,"G"
20,"far-from-aligned","far-anchor",5,7,0,"50",37,"pie",14,"E"
17,"far-from-aligned","far-anchor",8,7,2,"25",18,"pie",14,"B"
54,"far-from-aligned","far-anchor",4,8,1,"75",13,"pie",14,"B"
50,"aligned","anchor",0,0,0,"50 and 100",50,"line",15,"E"
50,"aligned","anchor",0,0,0,"25 and 75",25,"line",15,"B"
25,"near-aligned","anchor",0,1,0,"50 and 75",49,"line",15,"D"
25,"near-aligned","anchor",0,2,0,"50 and 75",48,"line",15,"A"
25,"far-from-aligned","anchor",0,11,0,"50 and 75",39,"line",15,"F"
25,"far-from-aligned","anchor",0,9,0,"25 and 50",16,"line",15,"C"
50,"aligned","anchor",0,0,0,"50 and 100",50,"pie",15,"F"
25,"aligned","anchor",0,0,0,"50 and 75",50,"pie",15,"C"
50,"near-aligned","anchor",0,2,0,"50 and 100",48,"pie",15,"F"
25,"near-aligned","anchor",0,3,0,"75 and 100",72,"pie",15,"B"
25,"far-from-aligned","anchor",0,11,0,"50 and 75",39,"pie",15,"F"
50,"far-from-aligned","anchor",0,5,0,"25 and 75",20,"pie",15,"C"
28,"aligned","near-anchor",3,0,2,"50",50,"line",15,"F"
48,"aligned","near-anchor",2,0,2,"50",2,"line",15,"G"
24,"aligned","near-anchor",1,0,1,"75",51,"line",15,"E"
48,"aligned","near-anchor",2,0,2,"50",2,"line",15,"A"
26,"aligned","near-anchor",1,0,1,"75",49,"line",15,"F"
28,"near-aligned","near-anchor",3,2,2,"100",70,"line",15,"D"
27,"near-aligned","near-anchor",2,2,2,"100",71,"line",15,"C"
29,"near-aligned","near-anchor",4,2,1,"50",19,"line",15,"C"
28,"near-aligned","near-anchor",3,1,2,"100",71,"line",15,"G"
29,"near-aligned","near-anchor",4,1,1,"0",1,"line",15,"F"
22,"near-aligned","near-anchor",3,2,2,"50",48,"line",15,"F"
49,"far-from-aligned","near-anchor",1,9,1,"25",16,"line",15,"B"
22,"far-from-aligned","near-anchor",3,6,2,"50",34,"line",15,"D"
21,"far-from-aligned","near-anchor",4,9,1,"75",66,"line",15,"D"
48,"far-from-aligned","near-anchor",2,8,2,"25",17,"line",15,"A"
24,"far-from-aligned","near-anchor",1,5,1,"75",70,"line",15,"B"
26,"far-from-aligned","near-anchor",1,5,1,"100",69,"line",15,"D"
28,"far-from-aligned","near-anchor",3,8,2,"25",33,"line",15,"F"
48,"aligned","near-anchor",2,0,2,"0",0,"pie",15,"A"
21,"aligned","near-anchor",4,0,1,"50",50,"pie",15,"F"
29,"aligned","near-anchor",4,0,1,"50",50,"pie",15,"A"
21,"aligned","near-anchor",4,0,1,"25",4,"pie",15,"B"
24,"aligned","near-anchor",1,0,1,"25",25,"pie",15,"G"
48,"near-aligned","near-anchor",2,2,2,"25",23,"pie",15,"C"
27,"near-aligned","near-anchor",2,2,2,"50",21,"pie",15,"F"
24,"near-aligned","near-anchor",1,1,1,"75",52,"pie",15,"G"
23,"near-aligned","near-anchor",2,3,2,"75",72,"pie",15,"E"
47,"near-aligned","near-anchor",3,1,2,"25",24,"pie",15,"F"
24,"near-aligned","near-anchor",1,2,1,"50",48,"pie",15,"C"
49,"far-from-aligned","near-anchor",1,11,1,"50",39,"pie",15,"B"
48,"far-from-aligned","near-anchor",2,10,2,"50",40,"pie",15,"E"
26,"far-from-aligned","near-anchor",1,12,1,"25 and 75",37,"pie",15,"E"
47,"far-from-aligned","near-anchor",3,6,2,"50",9,"pie",15,"F"
28,"far-from-aligned","near-anchor",3,6,2,"100",66,"pie",15,"B"
22,"far-from-aligned","near-anchor",3,6,2,"50",34,"pie",15,"F"
27,"far-from-aligned","near-anchor",2,9,2,"25",34,"pie",15,"D"
42,"aligned","far-anchor",8,0,2,"75",33,"line",15,"G"
17,"aligned","far-anchor",8,0,2,"0",0,"line",15,"F"
41,"aligned","far-anchor",9,0,1,"0",0,"line",15,"D"
34,"aligned","far-anchor",9,0,1,"0",0,"line",15,"A"
32,"aligned","far-anchor",7,0,2,"50",18,"line",15,"B"
42,"aligned","far-anchor",8,0,2,"50",8,"line",15,"A"
20,"near-aligned","far-anchor",5,2,0,"100",78,"line",15,"E"
52,"near-aligned","far-anchor",2,3,2,"25",28,"line",15,"C"
15,"near-aligned","far-anchor",10,1,0,"100",84,"line",15,"A"
18,"near-aligned","far-anchor",7,3,2,"25",4,"line",15,"E"
53,"near-aligned","far-anchor",3,4,2,"100",43,"line",15,"A"
18,"near-aligned","far-anchor",7,2,2,"75",73,"line",15,"F"
40,"near-aligned","far-anchor",10,3,0,"50",47,"line",15,"C"
55,"near-aligned","far-anchor",5,4,0,"75",16,"line",15,"A"
38,"near-aligned","far-anchor",12,3,2,"50",47,"line",15,"B"
18,"far-from-aligned","far-anchor",7,8,2,"25",15,"line",15,"B"
55,"far-from-aligned","far-anchor",5,8,0,"0",8,"line",15,"B"
53,"far-from-aligned","far-anchor",3,10,2,"25",35,"line",15,"F"
55,"far-from-aligned","far-anchor",5,8,0,"75",12,"line",15,"D"
41,"far-from-aligned","far-anchor",9,6,1,"50",15,"line",15,"A"
34,"far-from-aligned","far-anchor",9,7,1,"75",34,"line",15,"D"
53,"far-from-aligned","far-anchor",3,6,2,"100",41,"line",15,"A"
55,"far-from-aligned","far-anchor",5,8,0,"75",12,"line",15,"A"
43,"far-from-aligned","far-anchor",7,5,2,"50",12,"line",15,"C"
19,"aligned","far-anchor",6,0,1,"0",0,"pie",15,"D"
42,"aligned","far-anchor",8,0,2,"25",25,"pie",15,"C"
39,"aligned","far-anchor",11,0,1,"75",36,"pie",15,"C"
18,"aligned","far-anchor",7,0,2,"100",82,"pie",15,"D"
36,"aligned","far-anchor",11,0,1,"25",25,"pie",15,"A"
36,"aligned","far-anchor",11,0,1,"0",0,"pie",15,"B"
34,"near-aligned","far-anchor",9,1,1,"25",24,"pie",15,"A"
30,"near-aligned","far-anchor",5,2,0,"0",2,"pie",15,"D"
53,"near-aligned","far-anchor",3,4,2,"75",18,"pie",15,"A"
16,"near-aligned","far-anchor",9,1,1,"25",8,"pie",15,"F"
52,"near-aligned","far-anchor",2,4,2,"75",19,"pie",15,"D"
30,"near-aligned","far-anchor",5,3,0,"25",28,"pie",15,"D"
37,"near-aligned","far-anchor",12,2,2,"0",2,"pie",15,"D"
52,"near-aligned","far-anchor",2,3,2,"100",45,"pie",15,"E"
32,"near-aligned","far-anchor",7,4,2,"100",64,"pie",15,"G"
55,"far-from-aligned","far-anchor",5,8,0,"75",12,"pie",15,"F"
36,"far-from-aligned","far-anchor",11,5,1,"50",9,"pie",15,"C"
38,"far-from-aligned","far-anchor",12,6,2,"50",44,"pie",15,"G"
36,"far-from-aligned","far-anchor",11,5,1,"25",20,"pie",15,"C"
30,"far-from-aligned","far-anchor",5,7,0,"100",63,"pie",15,"D"
38,"far-from-aligned","far-anchor",12,5,2,"25",20,"pie",15,"D"
17,"far-from-aligned","far-anchor",8,7,2,"25",18,"pie",15,"A"
40,"far-from-aligned","far-anchor",10,5,0,"25 and 75",30,"pie",15,"C"
35,"far-from-aligned","far-anchor",10,5,0,"50",55,"pie",15,"A"
50,"aligned","anchor",0,0,0,"50 and 100",50,"line",16,"A"
50,"aligned","anchor",0,0,0,"25 and 75",25,"line",16,"D"
25,"near-aligned","anchor",0,4,0,"75 and 100",71,"line",16,"E"
25,"near-aligned","anchor",0,4,0,"50 and 75",46,"line",16,"C"
25,"far-from-aligned","anchor",0,10,0,"25 and 50",15,"line",16,"G"
50,"far-from-aligned","anchor",0,7,0,"25 and 75",18,"line",16,"A"
25,"aligned","anchor",0,0,0,"50 and 75",50,"pie",16,"E"
25,"aligned","anchor",0,0,0,"75 and 100",75,"pie",16,"A"
50,"near-aligned","anchor",0,4,0,"25 and 75",21,"pie",16,"F"
50,"near-aligned","anchor",0,2,0,"25 and 75",23,"pie",16,"E"
50,"far-from-aligned","anchor",0,11,0,"50 and 100",39,"pie",16,"F"
25,"far-from-aligned","anchor",0,7,0,"50 and 75",43,"pie",16,"A"
23,"aligned","near-anchor",2,0,2,"100",77,"line",16,"B"
22,"aligned","near-anchor",3,0,2,"50",28,"line",16,"E"
27,"aligned","near-anchor",2,0,2,"100",73,"line",16,"A"
23,"aligned","near-anchor",2,0,2,"50",27,"line",16,"E"
46,"aligned","near-anchor",4,0,1,"50",50,"line",16,"A"
46,"near-aligned","near-anchor",4,1,1,"75",28,"line",16,"D"
28,"near-aligned","near-anchor",3,3,2,"50",53,"line",16,"D"
28,"near-aligned","near-anchor",3,3,2,"75",44,"line",16,"D"
28,"near-aligned","near-anchor",3,2,2,"50",20,"line",16,"G"
49,"near-aligned","near-anchor",1,1,1,"75",27,"line",16,"E"
23,"near-aligned","near-anchor",2,2,2,"75",54,"line",16,"F"
23,"far-from-aligned","near-anchor",2,5,2,"50",45,"line",16,"B"
23,"far-from-aligned","near-anchor",2,9,2,"50",36,"line",16,"B"
22,"far-from-aligned","near-anchor",3,11,2,"50 and 50",39,"line",16,"F"
48,"far-from-aligned","near-anchor",2,5,2,"75",32,"line",16,"E"
24,"far-from-aligned","near-anchor",1,8,1,"50",42,"line",16,"C"
23,"far-from-aligned","near-anchor",2,9,2,"75",61,"line",16,"E"
23,"far-from-aligned","near-anchor",2,6,2,"50",44,"line",16,"E"
29,"aligned","near-anchor",4,0,1,"100",71,"pie",16,"E"
24,"aligned","near-anchor",1,0,1,"25",1,"pie",16,"G"
28,"aligned","near-anchor",3,0,2,"0",0,"pie",16,"F"
26,"aligned","near-anchor",1,0,1,"100",74,"pie",16,"A"
22,"aligned","near-anchor",3,0,2,"25",3,"pie",16,"B"
21,"near-aligned","near-anchor",4,1,1,"25",24,"pie",16,"G"
22,"near-aligned","near-anchor",3,2,2,"25",23,"pie",16,"B"
46,"near-aligned","near-anchor",4,2,1,"25 and 75",27,"pie",16,"A"
46,"near-aligned","near-anchor",4,4,1,"25",21,"pie",16,"C"
46,"near-aligned","near-anchor",4,4,1,"25",21,"pie",16,"D"
27,"near-aligned","near-anchor",2,3,2,"75",45,"pie",16,"B"
47,"far-from-aligned","near-anchor",3,7,2,"50",43,"pie",16,"G"
46,"far-from-aligned","near-anchor",4,8,1,"25",17,"pie",16,"B"
21,"far-from-aligned","near-anchor",4,8,1,"75",67,"pie",16,"G"
29,"far-from-aligned","near-anchor",4,10,1,"0",10,"pie",16,"C"
22,"far-from-aligned","near-anchor",3,6,2,"75",59,"pie",16,"E"
26,"far-from-aligned","near-anchor",1,7,1,"0",7,"pie",16,"C"
26,"far-from-aligned","near-anchor",1,11,1,"50",61,"pie",16,"E"
18,"aligned","far-anchor",7,0,2,"25",7,"line",16,"G"
19,"aligned","far-anchor",6,0,1,"50",50,"line",16,"C"
18,"aligned","far-anchor",7,0,2,"100",82,"line",16,"F"
42,"aligned","far-anchor",8,0,2,"25",25,"line",16,"G"
20,"aligned","far-anchor",5,0,0,"50",50,"line",16,"D"
19,"aligned","far-anchor",6,0,1,"100",81,"line",16,"E"
16,"near-aligned","far-anchor",9,4,1,"0",4,"line",16,"C"
20,"near-aligned","far-anchor",5,3,0,"75",72,"line",16,"B"
45,"near-aligned","far-anchor",5,1,0,"75",29,"line",16,"A"
17,"near-aligned","far-anchor",8,4,2,"0 and 25",4,"line",16,"D"
45,"near-aligned","far-anchor",5,2,0,"0",2,"line",16,"D"
33,"near-aligned","far-anchor",8,4,2,"50",54,"line",16,"C"
40,"near-aligned","far-anchor",10,1,0,"50",9,"line",16,"G"
36,"near-aligned","far-anchor",11,4,1,"50",10,"line",16,"D"
45,"near-aligned","far-anchor",5,2,0,"50",48,"line",16,"A"
30,"far-from-aligned","far-anchor",5,9,0,"50",11,"line",16,"E"
43,"far-from-aligned","far-anchor",7,5,2,"50",12,"line",16,"G"
38,"far-from-aligned","far-anchor",12,6,2,"50",44,"line",16,"E"
15,"far-from-aligned","far-anchor",10,7,0,"50",43,"line",16,"A"
15,"far-from-aligned","far-anchor",10,7,0,"50",42,"line",16,"D"
31,"far-from-aligned","far-anchor",6,9,1,"100",60,"line",16,"B"
16,"far-from-aligned","far-anchor",9,5,1,"50",39,"line",16,"C"
41,"far-from-aligned","far-anchor",9,5,1,"50",45,"line",16,"A"
31,"far-from-aligned","far-anchor",6,9,1,"100",60,"line",16,"E"
17,"aligned","far-anchor",8,0,2,"0",0,"pie",16,"G"
52,"aligned","far-anchor",2,0,2,"25",25,"pie",16,"B"
34,"aligned","far-anchor",9,0,1,"50",16,"pie",16,"B"
30,"aligned","far-anchor",5,0,0,"100",70,"pie",16,"D"
43,"aligned","far-anchor",7,0,2,"100",57,"pie",16,"D"
33,"aligned","far-anchor",8,0,2,"75",42,"pie",16,"B"
53,"near-aligned","far-anchor",3,3,2,"25",28,"pie",16,"B"
32,"near-aligned","far-anchor",7,4,2,"75",39,"pie",16,"D"
17,"near-aligned","far-anchor",8,3,2,"75",72,"pie",16,"E"
54,"near-aligned","far-anchor",4,1,1,"100",45,"pie",16,"F"
45,"near-aligned","far-anchor",5,1,0,"25",24,"pie",16,"C"
31,"near-aligned","far-anchor",6,2,1,"100",67,"pie",16,"D"
33,"near-aligned","far-anchor",8,1,2,"0",1,"pie",16,"B"
20,"near-aligned","far-anchor",5,2,0,"75",53,"pie",16,"C"
38,"near-aligned","far-anchor",12,1,2,"100",61,"pie",16,"A"
37,"far-from-aligned","far-anchor",12,5,2,"0",5,"pie",16,"B"
15,"far-from-aligned","far-anchor",10,5,0,"75",65,"pie",16,"E"
40,"far-from-aligned","far-anchor",10,5,0,"50",45,"pie",16,"D"
54,"far-from-aligned","far-anchor",4,8,1,"0",8,"pie",16,"C"
45,"far-from-aligned","far-anchor",5,10,0,"50 and 75",40,"pie",16,"G"
54,"far-from-aligned","far-anchor",4,10,1,"25",35,"pie",16,"G"
51,"far-from-aligned","far-anchor",1,9,1,"100",40,"pie",16,"G"
36,"far-from-aligned","far-anchor",11,7,1,"50 and 100",57,"pie",16,"B"
17,"far-from-aligned","far-anchor",8,5,2,"75",70,"pie",16,"G"
50,"aligned","anchor",0,0,0,"25 and 75",25,"line",17,"E"
25,"aligned","anchor",0,0,0,"0 and 25",0,"line",17,"A"
50,"near-aligned","anchor",0,3,0,"0 and 50",3,"line",17,"G"
