"selectedPart","alignmentCategory","anchorCategory","anchorDistance","alignmentDistance","round5Distance","alignmentType","alignmentPosition","chartType","UID","selectedLabel","A","B","C","D","E","F","G","A_ind","B_ind","C_ind","D_ind","E_ind","F_ind","G_ind"
32,"aligned","far-anchor",7,0,2,"25",25,"line",82,"B",8,32,24,22,9,2,3,4,2,3,0,5,6,1
38,"near-aligned","far-anchor",12,1,2,"0",1,"pie",82,"E",6,14,1,10,38,20,11,2,3,0,4,1,5,6
35,"far-from-aligned","far-anchor",10,5,0,"50",10,"pie",83,"A",35,9,14,22,1,9,10,1,6,2,4,3,5,0
27,"near-aligned","near-anchor",2,3,2,"0",3,"pie",83,"E",8,11,13,26,27,12,3,2,6,3,5,1,4,0
25,"aligned","anchor",0,0,0,"50 and 75",50,"pie",83,"B",15,25,11,14,10,10,15,0,4,1,3,2,5,6
16,"near-aligned","far-anchor",9,1,1,"25",8,"pie",83,"G",22,10,8,14,10,20,16,5,3,0,4,6,2,1
18,"far-from-aligned","far-anchor",7,9,2,"75 and 75",66,"line",83,"F",28,4,18,14,2,18,16,0,2,3,4,1,5,6
48,"near-aligned","near-anchor",2,2,2,"50",4,"pie",83,"G",9,5,3,17,4,14,48,5,6,3,4,0,2,1
42,"far-from-aligned","far-anchor",8,8,2,"75",41,"pie",83,"B",14,42,16,7,11,9,1,0,4,5,3,2,1,6
22,"far-from-aligned","near-anchor",3,10,2,"75",65,"line",83,"C",12,9,22,13,28,9,7,3,2,5,6,4,0,1
35,"far-from-aligned","far-anchor",10,6,0,"50",9,"line",83,"B",24,35,4,12,9,7,9,4,1,2,3,6,5,0
22,"far-from-aligned","near-anchor",3,7,2,"25",10,"line",83,"E",13,14,7,10,22,20,14,3,5,6,0,1,2,4
51,"near-aligned","far-anchor",1,2,1,"100",47,"pie",83,"D",2,7,15,51,9,10,6,6,4,3,5,1,0,2
22,"far-from-aligned","near-anchor",3,5,2,"75",70,"pie",83,"A",22,8,10,3,14,28,15,5,6,1,3,2,0,4
49,"far-from-aligned","near-anchor",1,5,1,"50",6,"pie",83,"C",6,5,49,19,6,9,6,5,3,1,4,0,2,6
41,"aligned","far-anchor",9,0,1,"50",50,"line",83,"C",9,7,41,19,7,3,14,6,4,5,1,3,0,2
16,"near-aligned","far-anchor",9,2,1,"25",23,"pie",83,"B",18,16,12,5,16,20,13,1,2,5,0,4,3,6
21,"aligned","near-anchor",4,0,1,"25",4,"pie",83,"D",14,17,4,21,10,13,21,6,3,0,1,4,2,5
35,"far-from-aligned","far-anchor",10,5,0,"50",55,"pie",83,"G",1,10,20,1,21,12,35,0,6,3,4,2,1,5
52,"far-from-aligned","far-anchor",2,7,2,"25",32,"pie",83,"B",9,52,10,12,3,10,4,1,4,3,6,0,2,5
25,"aligned","anchor",0,0,0,"0 and 25",0,"line",83,"F",8,28,6,8,13,25,12,1,2,6,4,3,0,5
21,"near-aligned","near-anchor",4,2,1,"50 and 75",52,"line",83,"F",16,12,23,2,11,21,15,0,6,1,3,2,4,5
47,"aligned","near-anchor",3,0,2,"0",0,"line",83,"B",9,47,5,6,6,14,13,2,0,6,3,4,1,5
18,"near-aligned","far-anchor",7,1,2,"75",74,"pie",83,"A",18,12,8,16,5,22,19,5,4,6,0,2,1,3
30,"far-from-aligned","far-anchor",5,10,0,"0 and 50",10,"line",83,"D",2,3,10,30,36,15,4,5,6,0,1,3,2,4
24,"aligned","near-anchor",1,0,1,"25",25,"pie",83,"E",12,4,10,23,24,14,13,0,5,4,6,2,3,1
21,"far-from-aligned","near-anchor",4,5,1,"75",59,"line",83,"F",13,15,10,4,32,21,5,2,5,1,0,3,4,6
20,"near-aligned","far-anchor",5,4,0,"25",21,"pie",83,"E",14,9,12,21,20,11,13,6,1,0,4,2,5,3
15,"near-aligned","far-anchor",10,1,0,"0",1,"line",83,"G",12,1,21,10,6,35,15,5,0,4,6,2,3,1
36,"near-aligned","far-anchor",11,4,1,"25",21,"line",83,"A",36,10,11,9,12,7,15,2,0,1,4,5,3,6
48,"near-aligned","near-anchor",2,2,2,"50",48,"line",83,"G",13,12,3,4,15,5,48,3,4,1,6,2,0,5
46,"near-aligned","near-anchor",4,2,1,"50 and 100",52,"pie",83,"C",26,9,46,7,1,9,2,2,1,5,4,3,0,6
19,"aligned","far-anchor",6,0,1,"100",81,"line",83,"G",24,21,13,5,6,12,19,0,4,2,5,3,1,6
49,"far-from-aligned","near-anchor",1,6,1,"50",44,"line",83,"F",10,2,7,13,8,49,11,0,2,6,3,1,5,4
51,"aligned","far-anchor",1,0,1,"100",49,"pie",83,"F",7,11,10,6,3,51,12,1,4,3,2,0,6,5
18,"near-aligned","far-anchor",7,4,2,"25",11,"pie",83,"A",18,3,10,15,23,11,20,1,3,6,4,2,0,5
43,"aligned","far-anchor",7,0,2,"50",7,"line",83,"E",6,5,21,9,43,9,7,3,5,6,2,1,4,0
26,"far-from-aligned","near-anchor",1,10,1,"25",35,"pie",83,"C",2,12,26,26,11,16,7,2,6,3,1,4,5,0
28,"near-aligned","near-anchor",3,3,2,"25",28,"pie",83,"G",13,15,10,6,1,27,28,0,1,4,6,5,3,2
42,"far-from-aligned","far-anchor",8,6,2,"50",14,"line",83,"E",14,7,7,7,42,10,13,0,3,2,4,1,6,5
49,"near-aligned","near-anchor",1,3,1,"25",22,"line",83,"C",6,8,49,10,7,15,5,6,5,3,1,2,4,0
43,"near-aligned","far-anchor",7,1,2,"75",31,"line",83,"A",43,14,12,2,10,2,17,3,5,2,0,6,4,1
30,"near-aligned","far-anchor",5,4,0,"100",66,"pie",83,"A",30,23,6,6,9,4,22,5,4,1,2,3,6,0
40,"far-from-aligned","far-anchor",10,6,0,"25",19,"pie",83,"B",16,40,4,19,7,3,11,0,2,5,4,3,1,6
23,"aligned","near-anchor",2,0,2,"50",27,"line",83,"E",11,33,16,11,23,3,3,4,6,0,1,2,3,5
25,"aligned","anchor",0,0,0,"0 and 25",0,"pie",83,"G",6,12,8,8,16,25,25,4,5,1,6,3,2,0
28,"far-from-aligned","near-anchor",3,8,2,"25",33,"pie",83,"E",9,14,10,10,28,14,15,2,5,0,6,3,1,4
29,"far-from-aligned","near-anchor",4,9,1,"100",62,"line",83,"G",7,9,9,5,17,24,29,4,6,0,1,2,3,5
50,"near-aligned","anchor",0,4,0,"25 and 75",21,"pie",83,"G",5,6,10,9,3,17,50,2,1,0,4,5,6,3
32,"aligned","far-anchor",7,0,2,"50",50,"pie",83,"E",5,26,9,10,32,8,10,1,3,0,6,4,5,2
38,"aligned","far-anchor",12,0,2,"100",62,"pie",83,"A",38,6,15,14,4,18,5,6,2,4,1,0,5,3
50,"aligned","anchor",0,0,0,"50 and 100",50,"line",83,"B",6,50,1,14,6,5,18,5,6,1,0,2,3,4
48,"far-from-aligned","near-anchor",2,6,2,"50",8,"pie",83,"F",6,8,8,23,2,48,5,5,0,3,2,6,1,4
25,"far-from-aligned","anchor",0,8,0,"25 and 50",17,"line",83,"F",17,19,9,10,3,25,17,3,2,4,6,5,1,0
47,"aligned","near-anchor",3,0,2,"25",25,"line",83,"C",2,7,47,13,7,16,8,0,4,3,6,2,1,5
29,"near-aligned","near-anchor",4,2,1,"50",19,"line",83,"D",3,16,9,29,10,23,10,4,3,1,2,5,6,0
40,"near-aligned","far-anchor",10,4,0,"100",56,"line",83,"E",4,15,16,11,40,10,4,6,3,0,4,5,1,2
46,"far-from-aligned","near-anchor",4,10,1,"75",39,"pie",83,"G",19,8,2,13,6,6,46,0,1,6,5,2,3,4
37,"aligned","far-anchor",12,0,2,"25",25,"pie",83,"D",12,4,4,37,22,18,3,5,3,6,2,1,4,0
43,"aligned","far-anchor",7,0,2,"75",32,"line",83,"D",13,6,4,43,11,8,15,2,4,0,3,5,6,1
50,"far-from-aligned","anchor",0,11,0,"0 and 50",11,"pie",83,"F",6,3,16,2,12,50,11,4,3,6,2,5,1,0
25,"near-aligned","anchor",0,3,0,"50 and 75",47,"line",83,"F",6,11,13,11,17,25,17,0,6,2,1,3,4,5
36,"aligned","far-anchor",11,0,1,"25",25,"pie",83,"B",5,36,12,11,14,9,13,3,2,5,0,1,6,4
22,"near-aligned","near-anchor",3,3,2,"25",22,"pie",83,"B",15,22,31,5,4,5,18,3,2,5,6,0,4,1
16,"near-aligned","far-anchor",9,4,1,"75",55,"line",83,"D",21,7,11,16,13,10,22,3,6,1,4,0,2,5
25,"far-from-aligned","anchor",0,10,0,"25 and 50",15,"line",83,"B",17,25,15,2,18,4,19,6,1,0,2,5,3,4
52,"far-from-aligned","far-anchor",2,10,2,"0",10,"line",83,"C",7,11,52,5,9,6,10,5,6,1,2,3,4,0
27,"far-from-aligned","near-anchor",2,9,2,"25",34,"pie",83,"F",16,25,5,8,13,27,6,0,6,2,4,1,3,5
21,"far-from-aligned","near-anchor",4,7,1,"25",11,"line",83,"B",9,21,6,11,24,7,22,3,1,2,0,4,5,6
26,"aligned","near-anchor",1,0,1,"100",74,"line",83,"C",28,1,26,26,5,5,9,2,0,6,5,1,4,3
51,"near-aligned","far-anchor",1,1,1,"0",1,"line",83,"F",13,8,17,6,1,51,4,5,3,6,4,0,1,2
52,"far-from-aligned","far-anchor",2,11,2,"100",37,"line",83,"D",10,9,3,52,13,2,11,3,4,0,5,2,1,6
25,"near-aligned","anchor",0,1,0,"25 and 50",24,"pie",83,"A",25,12,6,28,7,12,10,2,0,6,3,5,1,4
22,"near-aligned","near-anchor",3,1,2,"0",1,"pie",83,"G",10,23,3,22,1,19,22,6,4,3,5,0,2,1
24,"aligned","near-anchor",1,0,1,"100",76,"pie",83,"E",24,5,8,6,24,6,27,4,1,5,2,6,3,0
38,"aligned","far-anchor",12,0,2,"75",37,"line",83,"G",19,9,8,1,17,8,38,2,3,1,0,6,5,4
15,"near-aligned","far-anchor",10,3,0,"50",47,"line",83,"F",2,22,14,22,8,15,17,4,5,6,0,2,3,1
17,"far-from-aligned","far-anchor",8,5,2,"50",38,"pie",83,"C",22,18,17,15,9,7,12,2,5,3,6,1,0,4
50,"near-aligned","anchor",0,3,0,"25 and 75",22,"line",83,"C",6,6,50,7,4,17,10,1,2,3,5,6,4,0
19,"far-from-aligned","far-anchor",6,5,1,"50",45,"line",83,"C",19,10,19,7,3,31,11,6,5,3,4,0,1,2
21,"aligned","near-anchor",4,0,1,"25",4,"pie",83,"D",31,15,23,21,4,3,3,5,6,2,1,0,3,4
22,"aligned","near-anchor",3,0,2,"100",78,"line",83,"E",16,18,14,17,22,3,10,5,0,3,2,6,1,4
47,"aligned","near-anchor",3,0,2,"50",50,"pie",83,"D",6,3,9,47,6,6,23,0,6,3,5,4,1,2
49,"near-aligned","near-anchor",1,1,1,"25",24,"line",83,"A",49,10,12,8,6,6,9,3,0,5,1,2,4,6
17,"near-aligned","far-anchor",8,1,2,"25",24,"pie",83,"A",17,10,19,20,4,15,15,2,6,4,1,0,5,3
45,"far-from-aligned","far-anchor",5,7,0,"50",43,"line",83,"C",7,6,45,13,4,13,12,2,4,5,3,0,1,6
17,"far-from-aligned","far-anchor",8,6,2,"25",14,"pie",83,"D",15,8,10,17,18,18,14,5,2,4,1,6,3,0
46,"far-from-aligned","near-anchor",4,9,1,"75",38,"line",83,"A",46,15,9,11,9,7,3,4,0,1,2,5,6,3
20,"near-aligned","far-anchor",5,3,0,"75",72,"pie",83,"B",6,20,13,21,13,8,19,3,5,1,0,4,6,2
25,"far-from-aligned","anchor",0,8,0,"50 and 75",42,"pie",83,"F",27,16,4,12,3,25,13,2,6,4,0,1,3,5
31,"far-from-aligned","far-anchor",6,5,1,"0",5,"pie",83,"B",5,31,13,8,11,15,17,0,1,6,3,2,4,5
43,"aligned","far-anchor",7,0,2,"50",50,"line",83,"A",43,3,12,7,20,11,4,5,3,0,6,1,2,4
32,"far-from-aligned","far-anchor",7,6,2,"50",56,"pie",83,"C",12,15,32,12,7,18,4,4,3,5,6,2,1,0
52,"far-from-aligned","far-anchor",2,9,2,"100",39,"line",83,"E",8,9,3,13,52,6,9,2,4,3,0,5,1,6
37,"aligned","far-anchor",12,0,2,"0",0,"pie",83,"E",8,13,6,6,37,13,17,2,3,6,1,0,5,4
51,"near-aligned","far-anchor",1,1,1,"75",23,"line",83,"D",5,10,6,51,15,9,4,4,1,6,3,5,0,2
28,"near-aligned","near-anchor",3,4,2,"25",29,"line",83,"E",13,12,6,16,28,12,13,0,6,5,1,2,3,4
19,"near-aligned","far-anchor",6,4,1,"50",46,"line",83,"B",3,19,11,11,9,13,34,2,3,5,4,0,6,1
50,"aligned","anchor",0,0,0,"0 and 50",0,"line",84,"C",3,9,50,7,9,18,4,6,5,0,1,2,4,3
22,"far-from-aligned","near-anchor",3,8,2,"75",61,"line",84,"D",12,19,3,22,14,17,13,4,0,1,5,3,6,2
51,"far-from-aligned","far-anchor",1,8,1,"0",8,"line",84,"C",8,8,51,5,6,7,15,3,0,1,2,6,5,4
33,"near-aligned","far-anchor",8,2,2,"50",15,"pie",84,"C",2,14,33,15,24,7,5,4,3,1,0,5,6,2
36,"far-from-aligned","far-anchor",11,7,1,"50 and 100",57,"line",84,"B",13,36,4,7,15,18,7,1,5,4,6,2,3,0
39,"near-aligned","far-anchor",11,1,1,"75",35,"pie",84,"C",20,13,39,3,10,13,2,1,0,3,5,6,4,2
55,"far-from-aligned","far-anchor",5,5,0,"75",15,"pie",84,"E",7,6,3,8,55,12,9,5,4,0,6,2,1,3
26,"far-from-aligned","near-anchor",1,5,1,"50",19,"pie",84,"A",26,4,15,12,8,27,8,2,0,1,3,5,4,6
29,"aligned","near-anchor",4,0,1,"25",25,"pie",84,"D",17,5,10,29,2,23,14,4,3,5,2,0,1,6
52,"far-from-aligned","far-anchor",2,11,2,"100",37,"line",84,"D",6,2,12,52,11,8,9,0,1,2,5,6,3,4
21,"far-from-aligned","near-anchor",4,8,1,"50",42,"line",84,"G",12,2,19,21,13,12,21,4,1,2,0,6,5,3
49,"aligned","near-anchor",1,0,1,"25",25,"line",84,"G",2,12,4,17,5,11,49,0,1,6,4,5,2,3
48,"far-from-aligned","near-anchor",2,8,2,"25",17,"line",84,"C",9,14,48,11,12,3,3,6,0,2,5,3,4,1
37,"near-aligned","far-anchor",12,1,2,"0",1,"line",84,"G",11,11,5,29,1,6,37,6,3,5,2,0,4,1
27,"aligned","near-anchor",2,0,2,"75",48,"line",84,"E",15,9,7,10,27,25,7,5,3,0,6,4,1,2
30,"aligned","far-anchor",5,0,0,"25",25,"pie",84,"A",30,11,18,15,14,3,9,2,0,4,6,1,5,3
16,"aligned","far-anchor",9,0,1,"50",50,"line",84,"C",18,16,16,3,14,15,18,1,5,4,0,3,2,6
25,"near-aligned","anchor",0,1,0,"75 and 100",74,"pie",84,"C",9,1,25,19,24,12,10,2,6,5,4,1,3,0
52,"far-from-aligned","far-anchor",2,5,2,"0",5,"pie",84,"D",9,7,16,52,5,3,8,4,3,6,1,0,2,5
29,"far-from-aligned","near-anchor",4,9,1,"0",9,"pie",84,"D",8,15,17,29,13,9,9,2,3,6,1,4,0,5
18,"far-from-aligned","far-anchor",7,8,2,"25",15,"line",84,"B",31,18,18,11,5,2,15,5,1,2,3,4,6,0
53,"aligned","far-anchor",3,0,2,"25",25,"pie",84,"F",4,13,5,3,19,53,3,6,5,4,2,1,3,0
28,"near-aligned","near-anchor",3,1,2,"50",21,"line",84,"F",13,20,17,4,4,28,14,5,4,1,6,0,2,3
33,"near-aligned","far-anchor",8,1,2,"50",16,"line",84,"F",6,14,16,12,5,33,14,3,4,0,5,6,1,2
17,"far-from-aligned","far-anchor",8,7,2,"50",43,"line",84,"E",4,28,8,23,17,10,10,5,4,6,0,3,2,1
26,"far-from-aligned","near-anchor",1,9,1,"100",65,"pie",84,"C",9,10,26,18,23,5,9,6,0,5,2,4,1,3
16,"near-aligned","far-anchor",9,4,1,"50",46,"line",84,"G",20,17,17,11,9,10,16,0,5,1,4,2,6,3
35,"aligned","far-anchor",10,0,0,"75",40,"pie",84,"D",6,15,10,35,13,6,15,1,6,5,4,2,0,3
44,"aligned","far-anchor",6,0,1,"25",25,"pie",84,"D",6,9,6,44,5,19,11,6,1,5,3,0,4,2
53,"far-from-aligned","far-anchor",3,5,2,"75",17,"line",84,"C",12,12,53,5,12,1,5,3,5,2,0,1,4,6
51,"far-from-aligned","far-anchor",1,5,1,"25",30,"line",84,"E",10,5,9,7,51,4,14,3,6,2,1,4,0,5
24,"far-from-aligned","near-anchor",1,7,1,"75",68,"pie",84,"G",3,17,8,16,12,20,24,0,2,6,4,1,3,5
46,"aligned","near-anchor",4,0,1,"100",54,"line",84,"F",13,7,6,9,13,46,6,2,3,4,1,0,6,5
34,"near-aligned","far-anchor",9,3,1,"25",22,"pie",84,"E",8,11,17,14,34,12,4,0,5,3,1,2,4,6
21,"near-aligned","near-anchor",4,2,1,"75",73,"pie",84,"A",21,21,6,15,7,25,5,5,1,6,2,4,0,3
25,"aligned","anchor",0,0,0,"25 and 50",25,"pie",84,"E",10,6,15,28,25,6,10,6,4,1,5,2,3,0
48,"near-aligned","near-anchor",2,3,2,"75",30,"pie",84,"B",9,48,10,3,2,22,6,6,3,4,5,2,0,1
46,"near-aligned","near-anchor",4,3,1,"50",7,"pie",84,"G",4,15,7,7,6,15,46,5,4,3,0,6,2,1
27,"near-aligned","near-anchor",2,1,2,"25",26,"line",84,"A",27,16,15,7,11,6,18,2,3,0,5,1,4,6
19,"aligned","far-anchor",6,0,1,"25",25,"line",84,"G",21,15,3,17,21,4,19,0,5,3,6,4,1,2
28,"far-from-aligned","near-anchor",3,8,2,"25",33,"line",84,"B",6,28,18,4,20,11,13,4,3,2,1,5,0,6
17,"far-from-aligned","far-anchor",8,5,2,"50",38,"line",84,"E",16,17,5,19,17,10,16,5,1,0,4,3,6,2
50,"near-aligned","anchor",0,4,0,"0 and 50",4,"pie",84,"D",4,4,6,50,15,10,11,0,4,3,1,6,5,2
41,"far-from-aligned","far-anchor",9,7,1,"50",16,"pie",84,"A",41,6,10,23,3,7,10,2,0,1,5,6,3,4
19,"far-from-aligned","far-anchor",6,8,1,"25",17,"line",84,"E",13,25,13,17,19,3,10,4,5,3,0,1,6,2
30,"near-aligned","far-anchor",5,3,0,"0",3,"line",84,"D",27,8,12,30,2,18,3,6,3,2,1,5,4,0
28,"near-aligned","near-anchor",3,2,2,"25",27,"line",84,"D",13,9,7,28,9,14,20,3,4,1,2,6,5,0
38,"aligned","far-anchor",12,0,2,"0",0,"line",84,"C",19,8,38,5,10,14,6,1,2,0,6,4,5,3
50,"aligned","anchor",0,0,0,"0 and 50",0,"line",84,"D",6,14,2,50,9,13,6,3,6,5,0,2,1,4
26,"near-aligned","near-anchor",1,4,1,"75",45,"line",84,"B",17,26,6,10,12,11,18,1,4,3,2,0,5,6
38,"near-aligned","far-anchor",12,3,2,"50",47,"pie",84,"D",13,7,15,38,7,5,15,0,2,6,5,3,4,1
34,"near-aligned","far-anchor",9,4,1,"25",21,"line",84,"E",9,12,14,12,34,15,4,1,3,6,0,2,5,4
16,"near-aligned","far-anchor",9,4,1,"100",80,"line",84,"E",20,4,6,25,16,6,23,4,6,2,0,5,3,1
26,"aligned","near-anchor",1,0,1,"25",25,"pie",84,"B",14,26,11,10,10,14,15,4,2,5,6,0,3,1
50,"near-aligned","anchor",0,3,0,"25 and 75",22,"line",84,"G",4,2,11,23,7,3,50,0,5,2,6,1,4,3
20,"aligned","far-anchor",5,0,0,"0",0,"line",84,"A",20,6,14,27,9,7,17,0,2,5,6,3,4,1
50,"far-from-aligned","anchor",0,8,0,"50 and 100",42,"pie",84,"E",2,18,2,3,50,17,8,0,4,3,2,5,1,6
54,"near-aligned","far-anchor",4,3,1,"100",43,"pie",84,"G",6,3,10,7,17,3,54,0,2,3,1,4,6,5
29,"near-aligned","near-anchor",4,4,1,"75",42,"line",84,"F",10,26,3,2,21,29,9,1,5,6,0,2,4,3
29,"near-aligned","near-anchor",4,4,1,"50",54,"pie",84,"C",4,15,29,16,13,6,17,3,2,5,1,0,4,6
37,"near-aligned","far-anchor",12,3,2,"50",10,"line",84,"A",37,8,12,12,17,4,10,1,5,4,2,6,3,0
24,"aligned","near-anchor",1,0,1,"25",25,"pie",84,"E",16,12,4,24,24,7,13,4,0,3,5,2,6,1
28,"far-from-aligned","near-anchor",3,6,2,"50",56,"pie",84,"E",13,6,5,14,28,18,16,1,4,2,0,5,3,6
33,"far-from-aligned","far-anchor",8,7,2,"100",60,"pie",84,"A",33,16,4,16,7,19,5,5,3,1,0,6,2,4
34,"aligned","far-anchor",9,0,1,"25",25,"pie",84,"F",8,16,2,5,15,34,20,6,5,4,0,3,2,1
25,"aligned","anchor",0,0,0,"50 and 75",50,"pie",84,"A",25,10,11,8,3,17,26,4,3,0,6,2,5,1
30,"near-aligned","far-anchor",5,4,0,"75",41,"pie",84,"D",5,9,18,30,24,12,2,5,2,0,4,6,3,1
15,"near-aligned","far-anchor",10,2,0,"25",23,"pie",84,"C",6,15,15,25,7,16,16,3,4,2,6,1,5,0
33,"far-from-aligned","far-anchor",8,6,2,"50",56,"pie",84,"A",33,10,7,11,12,19,8,5,3,4,6,0,2,1
45,"far-from-aligned","far-anchor",5,9,0,"50",41,"pie",84,"C",13,3,45,13,11,12,3,2,6,4,3,5,0,1
46,"near-aligned","near-anchor",4,1,1,"50",49,"pie",84,"C",25,2,46,5,9,8,5,3,1,5,6,4,2,0
51,"near-aligned","far-anchor",1,3,1,"75",21,"line",84,"E",5,4,16,8,51,8,8,1,4,6,5,3,2,0
21,"far-from-aligned","near-anchor",4,10,1,"25",15,"line",84,"D",7,12,18,21,17,10,15,5,4,2,1,6,3,0
34,"aligned","far-anchor",9,0,1,"75",41,"line",84,"B",6,34,5,20,13,16,6,2,4,6,5,0,1,3
50,"far-from-aligned","anchor",0,9,0,"50 and 100",41,"line",84,"G",9,4,10,9,7,11,50,4,3,2,6,1,0,5
24,"far-from-aligned","near-anchor",1,8,1,"50",34,"pie",84,"A",24,10,8,13,12,20,13,3,6,2,0,4,5,1
34,"far-from-aligned","far-anchor",9,7,1,"100",59,"pie",84,"G",7,19,17,6,9,8,34,6,3,1,4,0,2,5
27,"far-from-aligned","near-anchor",2,7,2,"100",66,"pie",84,"G",19,16,11,16,4,7,27,3,2,4,0,1,6,5
25,"near-aligned","anchor",0,2,0,"0 and 25",2,"line",84,"G",9,23,21,18,2,2,25,3,5,2,4,6,0,1
20,"far-from-aligned","far-anchor",5,5,0,"50",45,"pie",84,"D",10,12,16,20,17,8,17,5,0,2,3,1,6,4
30,"far-from-aligned","far-anchor",5,6,0,"25",31,"pie",84,"B",8,30,5,17,14,13,13,4,3,2,6,5,1,0
26,"aligned","near-anchor",1,0,1,"25",25,"pie",84,"F",11,6,12,18,7,26,20,4,5,3,1,0,2,6
33,"near-aligned","far-anchor",8,3,2,"25",22,"pie",84,"F",3,16,15,19,7,33,7,0,5,6,1,3,2,4
25,"far-from-aligned","anchor",0,11,0,"25 and 50",14,"pie",84,"A",25,22,8,8,13,10,14,1,6,5,4,2,3,0
53,"aligned","far-anchor",3,0,2,"25",25,"pie",84,"D",12,1,8,53,20,2,4,6,2,5,3,1,4,0
29,"near-aligned","near-anchor",4,1,1,"0",1,"line",84,"B",1,29,7,9,17,19,18,0,1,2,4,5,6,3
53,"near-aligned","far-anchor",3,4,2,"75",18,"pie",84,"E",7,7,10,17,53,5,1,3,4,6,0,2,5,1
27,"aligned","near-anchor",2,0,2,"100",73,"line",84,"G",27,17,7,8,7,7,27,1,4,3,5,0,2,6
21,"aligned","near-anchor",4,0,1,"50",50,"pie",84,"B",14,21,15,11,9,12,18,6,4,5,3,1,0,2
25,"far-from-aligned","anchor",0,5,0,"25 and 50",20,"line",84,"A",25,10,26,14,11,8,6,2,3,5,0,4,6,1
20,"aligned","far-anchor",5,0,0,"0",0,"line",84,"E",15,10,10,4,20,13,28,6,5,2,3,0,4,1
24,"aligned","near-anchor",1,0,1,"25",1,"line",84,"D",1,13,15,24,23,13,11,0,2,3,1,5,4,6
47,"near-aligned","near-anchor",3,2,2,"50",5,"pie",84,"A",47,5,5,17,12,5,9,1,5,0,3,4,2,6
32,"near-aligned","far-anchor",7,2,2,"100",66,"line",84,"C",10,2,32,11,12,18,15,4,6,5,0,2,1,3
26,"far-from-aligned","near-anchor",1,10,1,"50",14,"line",84,"D",9,2,9,26,27,14,13,3,2,5,1,4,0,6
21,"far-from-aligned","near-anchor",4,6,1,"25",10,"line",84,"F",7,5,28,10,15,21,14,2,3,6,0,5,1,4
46,"far-from-aligned","near-anchor",4,9,1,"50",13,"pie",85,"D",11,7,5,46,8,13,10,5,2,4,1,3,0,6
22,"aligned","near-anchor",3,0,2,"100",78,"pie",85,"B",18,22,19,15,9,6,11,0,6,1,4,5,3,2
25,"aligned","anchor",0,0,0,"50 and 75",50,"line",85,"E",4,17,21,22,25,8,3,3,2,0,5,4,1,6
15,"aligned","far-anchor",10,0,0,"50",50,"pie",85,"D",1,10,24,15,25,11,14,2,5,0,4,6,3,1
29,"far-from-aligned","near-anchor",4,8,1,"100",63,"line",85,"F",2,14,8,17,14,29,16,3,0,6,2,1,5,4
15,"near-aligned","far-anchor",10,2,0,"50",33,"line",85,"A",15,11,15,8,25,18,8,2,3,4,1,0,5,6
26,"near-aligned","near-anchor",1,4,1,"75",45,"pie",85,"D",16,5,10,26,14,13,16,0,1,3,4,2,6,5
25,"aligned","anchor",0,0,0,"75 and 100",75,"pie",85,"B",4,25,7,11,12,32,9,4,6,5,3,0,1,2
33,"near-aligned","far-anchor",8,4,2,"0",4,"pie",85,"F",11,10,5,4,11,33,26,4,3,6,0,5,1,2
47,"near-aligned","near-anchor",3,4,2,"50",7,"line",85,"A",47,10,7,8,4,7,17,1,4,0,2,6,5,3
27,"aligned","near-anchor",2,0,2,"50",23,"line",85,"B",9,27,5,16,18,7,18,3,2,0,4,1,5,6
55,"far-from-aligned","far-anchor",5,7,0,"100",38,"pie",85,"C",5,10,55,3,6,7,14,4,0,5,3,2,6,1
52,"aligned","far-anchor",2,0,2,"75",23,"pie",85,"F",6,11,11,7,7,52,6,1,6,0,4,5,3,2
39,"near-aligned","far-anchor",11,4,1,"0",4,"pie",85,"G",4,1,23,10,10,13,39,0,4,6,3,5,2,1
50,"near-aligned","anchor",0,1,0,"25 and 75",24,"pie",85,"B",14,50,5,7,5,7,12,0,3,1,4,2,5,6
25,"near-aligned","anchor",0,3,0,"75 and 100",72,"line",85,"C",3,8,25,17,20,9,18,6,0,5,3,2,1,4
25,"far-from-aligned","anchor",0,10,0,"75 and 100",65,"pie",85,"F",2,10,2,7,27,25,27,3,6,2,1,4,5,0
26,"aligned","near-anchor",1,0,1,"75",49,"line",85,"C",21,19,26,6,11,12,5,3,6,4,5,0,1,2
39,"near-aligned","far-anchor",11,4,1,"25",21,"line",85,"E",12,8,6,12,39,9,14,1,5,6,3,2,0,4
19,"aligned","far-anchor",6,0,1,"75",56,"line",85,"E",11,12,11,10,19,23,14,3,1,6,2,4,0,5
25,"aligned","anchor",0,0,0,"0 and 25",0,"line",85,"F",12,13,20,20,6,25,4,1,4,5,6,2,0,3
17,"aligned","far-anchor",8,0,2,"0",0,"pie",85,"G",16,26,1,20,12,8,17,2,6,5,4,1,3,0
32,"far-from-aligned","far-anchor",7,9,2,"25 and 75",34,"pie",85,"D",7,16,11,32,22,2,10,2,0,1,3,5,6,4
25,"near-aligned","anchor",0,4,0,"50 and 75",46,"line",85,"D",15,8,21,25,7,2,22,3,6,5,4,0,2,1
33,"far-from-aligned","far-anchor",8,7,2,"75",35,"line",85,"C",22,5,33,3,19,8,10,1,0,3,5,6,2,4
40,"aligned","far-anchor",10,0,0,"0",0,"line",85,"E",15,9,3,11,40,7,15,5,1,4,6,0,2,3
