selectedPart,alignmentCategory,anchorCategory,anchorDistance,alignmentDistance,round5Distance,alignmentType,alignmentPosition,chartType,UID,selectedLabel,A,B,C,D,E,F,G,A_ind,B_ind,C_ind,D_ind,E_ind,F_ind,G_ind,questionID
50,far-from-aligned,anchor,0,11,0,50 and 100,39,line,94,G,8,11,7,5,14,5,50,2,6,3,4,0,1,5,8996
15,far-from-aligned,far-anchor,10,6,0,25,19,line,94,D,6,10,10,15,13,27,19,3,2,4,1,6,5,0,8997
23,aligned,near-anchor,2,0,2,25,25,pie,94,G,16,4,9,21,18,9,23,3,1,6,0,4,5,2,8998
50,far-from-aligned,anchor,0,6,0,0 and 50,6,pie,94,D,6,5,24,50,5,8,2,0,5,4,1,6,3,2,8999
36,aligned,far-anchor,11,0,1,25,25,pie,94,E,9,15,15,16,36,5,4,0,5,4,1,2,6,3,9000
17,near-aligned,far-anchor,8,3,2,75,72,pie,94,F,3,14,11,13,8,17,34,2,3,6,0,4,5,1,9001
29,far-from-aligned,near-anchor,4,5,1,100,66,pie,94,G,2,5,6,21,15,22,29,4,6,0,1,2,3,5,9002
31,near-aligned,far-anchor,6,3,1,25 and 50,22,pie,94,D,8,15,15,31,11,13,7,3,0,4,2,5,6,1,9003
34,far-from-aligned,far-anchor,9,5,1,25,30,pie,94,C,19,10,34,9,14,12,2,1,4,3,2,6,5,0,9004
38,near-aligned,far-anchor,12,1,2,50,49,line,94,D,6,18,18,38,5,2,13,1,0,3,5,2,4,6,9005
15,aligned,far-anchor,10,0,0,75,75,line,94,A,15,13,10,33,8,13,8,5,1,6,4,2,0,3,9006
47,aligned,near-anchor,3,0,2,25,25,line,94,C,3,15,47,4,3,18,10,6,5,3,2,0,1,4,9007
26,aligned,near-anchor,1,0,1,50,50,line,94,B,15,26,3,11,9,7,29,5,4,1,0,6,3,2,9008
45,aligned,far-anchor,5,0,0,100,55,line,94,B,6,45,7,19,13,9,1,0,6,4,3,5,2,1,9009
24,far-from-aligned,near-anchor,1,8,1,75,67,line,94,A,24,13,27,2,9,24,1,5,0,2,1,6,4,3,9010
50,aligned,anchor,0,0,0,0 and 50,0,line,94,G,2,9,16,3,14,6,50,6,1,4,5,2,3,0,9011
55,near-aligned,far-anchor,5,2,0,75,18,pie,94,B,5,55,5,4,13,5,13,4,2,3,5,0,1,6,9012
50,near-aligned,anchor,0,3,0,50 and 100,47,line,94,G,6,12,3,8,14,7,50,4,2,6,1,0,3,5,9013
25,near-aligned,anchor,0,3,0,25 and 50,22,pie,94,A,25,5,14,24,8,23,1,2,4,1,6,0,3,5,9014
33,near-aligned,far-anchor,8,2,2,100,65,pie,94,C,3,11,33,14,2,8,29,0,3,5,4,6,2,1,9015
41,aligned,far-anchor,9,0,1,100,59,pie,94,A,41,3,10,5,19,18,4,6,2,0,3,5,4,1,9016
30,near-aligned,far-anchor,5,4,0,0,4,line,94,F,26,10,10,4,4,30,16,4,2,3,6,0,1,5,9017
54,far-from-aligned,far-anchor,4,7,1,0,7,pie,94,E,5,7,10,8,54,8,8,2,0,3,6,1,5,4,9018
45,near-aligned,far-anchor,5,3,0,75,33,pie,94,D,11,6,10,45,8,14,6,2,1,0,4,5,6,3,9019
51,far-from-aligned,far-anchor,1,8,1,100,41,line,94,C,2,7,51,15,8,13,4,0,2,5,1,6,4,3,9020
16,far-from-aligned,far-anchor,9,8,1,75 and 75,67,line,94,D,7,11,20,16,7,17,22,3,4,2,5,0,6,1,9021
27,near-aligned,near-anchor,2,4,2,0,4,line,94,A,27,9,13,4,11,14,22,1,5,4,0,2,6,3,9022
45,aligned,far-anchor,5,0,0,0,0,pie,94,E,5,8,7,8,45,17,10,1,6,2,4,0,3,5,9023
22,near-aligned,near-anchor,3,2,2,25,5,line,94,D,17,5,16,22,13,4,23,4,0,5,1,3,6,2,9024
24,near-aligned,near-anchor,1,1,1,25,2,line,95,C,9,13,24,11,24,2,17,6,5,1,4,2,0,3,9025
25,far-from-aligned,anchor,0,12,0,50 and 75,38,line,95,G,20,7,9,9,22,8,25,2,5,0,1,6,4,3,9026
26,aligned,near-anchor,1,0,1,50,24,line,95,E,12,11,18,12,26,16,5,1,4,5,0,2,3,6,9027
50,aligned,anchor,0,0,0,25 and 75,25,pie,95,G,9,12,9,5,4,11,50,2,0,4,5,1,6,3,9028
22,near-aligned,near-anchor,3,4,2,75,57,line,95,E,5,16,4,38,22,10,5,5,6,2,1,4,3,0,9029
32,far-from-aligned,far-anchor,7,7,2,50,57,line,95,A,32,15,16,11,10,5,11,5,2,0,6,3,4,1,9030
32,near-aligned,far-anchor,7,2,2,75,41,line,95,A,32,14,9,7,7,20,11,4,0,3,1,5,6,2,9031
29,near-aligned,near-anchor,4,2,1,100,69,pie,95,D,13,4,8,29,10,2,34,4,3,1,5,0,6,2,9032
31,far-from-aligned,far-anchor,6,7,1,50,12,pie,95,A,31,11,11,9,16,12,10,1,6,5,3,4,0,2,9033
18,near-aligned,far-anchor,7,1,2,50,49,pie,95,E,28,21,11,4,18,12,6,3,5,1,2,4,6,0,9034
25,aligned,anchor,0,0,0,0 and 25,0,line,95,C,6,22,25,22,12,12,1,6,2,0,1,4,5,3,9035
49,far-from-aligned,near-anchor,1,5,1,25,20,line,95,A,49,7,15,6,3,8,12,2,3,4,6,5,0,1,9036
15,aligned,far-anchor,10,0,0,50,50,pie,95,E,26,29,6,9,15,10,5,1,6,5,2,4,0,3,9037
15,aligned,far-anchor,10,0,0,75,60,pie,95,E,14,6,16,9,15,24,16,0,1,2,5,4,3,6,9038
19,near-aligned,far-anchor,6,3,1,25,22,line,95,C,7,3,19,19,9,16,27,3,0,2,1,5,6,4,9039
35,near-aligned,far-anchor,10,3,0,50,47,pie,95,C,7,13,35,21,9,11,4,5,1,4,0,2,6,3,9040
28,far-from-aligned,near-anchor,3,10,2,100,62,line,95,E,10,8,27,10,28,6,11,6,0,2,4,5,1,3,9041
48,far-from-aligned,near-anchor,2,8,2,50,42,line,95,E,2,11,11,8,48,10,10,0,4,2,3,5,6,1,9042
45,aligned,far-anchor,5,0,0,100,55,line,95,B,13,45,2,17,9,8,6,0,6,2,1,4,3,5,9043
44,near-aligned,far-anchor,6,2,1,0,2,pie,95,E,2,13,18,11,44,9,3,0,3,4,6,1,5,2,9044
26,far-from-aligned,near-anchor,1,9,1,0,9,pie,95,D,15,9,8,26,3,11,28,2,0,5,1,6,3,4,9045
18,near-aligned,far-anchor,7,1,2,50,31,pie,95,C,13,10,18,20,16,12,11,3,6,2,1,5,4,0,9046
24,far-from-aligned,near-anchor,1,6,1,75,69,pie,95,E,15,7,8,12,24,19,15,4,6,3,1,5,2,0,9047
54,near-aligned,far-anchor,4,4,1,100,42,pie,95,B,5,54,3,13,16,4,5,2,5,0,4,3,6,1,9048
25,far-from-aligned,anchor,0,6,0,75 and 100,69,pie,95,B,13,25,11,6,1,36,8,0,5,2,6,4,3,1,9049
28,near-aligned,near-anchor,3,3,2,50,19,pie,95,C,9,16,28,18,6,10,13,1,5,2,4,6,0,3,9050
50,near-aligned,anchor,0,1,0,0 and 50,1,pie,95,A,50,12,2,11,14,10,1,1,6,3,5,4,2,0,9051
31,far-from-aligned,far-anchor,6,9,1,25,34,pie,95,D,24,11,2,31,8,17,7,2,6,1,3,0,5,4,9052
25,near-aligned,anchor,0,4,0,25 and 50,21,line,95,A,25,17,9,21,4,8,16,2,1,4,5,0,6,3,9053
46,aligned,near-anchor,4,0,1,50,50,pie,95,C,8,13,46,11,14,4,4,3,0,5,4,2,1,6,9054
22,far-from-aligned,near-anchor,3,9,2,75,66,line,95,B,27,22,4,12,12,15,8,0,5,3,6,2,1,4,9055
46,aligned,near-anchor,4,0,1,50,4,pie,95,A,46,16,11,6,4,14,3,1,2,6,3,0,4,5,9056
31,far-from-aligned,far-anchor,6,9,1,50,10,line,95,C,4,10,31,10,11,16,18,4,3,1,0,6,5,2,9057
21,far-from-aligned,near-anchor,4,5,1,25,9,pie,95,E,9,3,25,19,21,5,18,0,6,5,2,1,3,4,9058
34,far-from-aligned,far-anchor,9,6,1,50,56,line,95,C,9,15,34,19,1,12,10,3,2,5,1,4,0,6,9059
31,aligned,far-anchor,6,0,1,100,69,line,95,G,9,8,9,11,17,15,31,4,2,1,3,5,0,6,9060
37,far-from-aligned,far-anchor,12,5,2,100,58,line,95,A,37,10,11,22,5,6,9,5,3,4,1,6,2,0,9061
45,near-aligned,far-anchor,5,1,0,50,4,line,95,B,9,45,17,4,2,5,18,4,1,2,0,3,6,5,9062
37,aligned,far-anchor,12,0,2,50,13,pie,95,C,13,14,37,7,4,18,7,0,4,1,5,6,3,2,9063
25,far-from-aligned,anchor,0,7,0,0 and 25,7,line,95,D,7,8,11,25,20,18,11,0,5,2,1,4,3,6,9064
21,far-from-aligned,near-anchor,4,10,1,75,65,pie,95,D,9,21,19,21,8,14,8,3,1,0,5,2,6,4,9065
19,aligned,far-anchor,6,0,1,25,6,pie,95,G,21,6,24,8,12,10,19,3,0,5,6,2,4,1,9066
48,aligned,near-anchor,2,0,2,100,52,line,95,A,48,2,4,7,10,20,9,6,2,3,5,1,4,0,9067
51,far-from-aligned,far-anchor,1,5,1,0,5,pie,95,A,51,9,7,10,8,5,10,1,2,3,6,5,0,4,9068
31,aligned,far-anchor,6,0,1,25,25,pie,95,F,6,12,4,10,19,31,18,0,6,5,4,1,2,3,9069
20,near-aligned,far-anchor,5,1,0,100,79,line,95,B,24,20,11,1,14,11,19,3,5,1,6,0,2,4,9070
24,near-aligned,near-anchor,1,4,1,75,55,pie,95,C,12,22,24,9,15,9,9,5,1,4,0,2,6,3,9071
15,near-aligned,far-anchor,10,1,0,0,1,pie,95,F,26,12,19,1,11,15,16,4,5,2,0,3,1,6,9072
21,near-aligned,near-anchor,4,1,1,25,24,pie,95,D,8,6,17,21,18,11,19,3,1,5,2,0,4,6,9073
48,aligned,near-anchor,2,0,2,100,52,pie,95,E,4,6,10,11,48,14,7,5,1,4,0,6,3,2,9074
45,far-from-aligned,far-anchor,5,8,0,75,38,pie,95,B,17,45,3,14,4,8,9,2,4,6,5,1,0,3,9075
18,near-aligned,far-anchor,7,2,2,25,23,line,95,E,13,22,13,10,18,10,14,4,6,1,3,2,0,5,9076
25,aligned,anchor,0,0,0,75 and 100,75,line,95,A,25,19,5,4,19,3,25,6,4,3,0,5,2,1,9077
29,near-aligned,near-anchor,4,2,1,50 and 75,48,line,95,B,9,29,8,7,16,21,10,1,4,3,6,5,0,2,9078
41,near-aligned,far-anchor,9,3,1,50,6,pie,95,D,12,5,18,41,6,14,4,2,5,6,1,0,4,3,9079
28,near-aligned,near-anchor,3,2,2,100,70,line,95,B,8,28,4,26,2,17,15,4,5,3,2,6,1,0,9080
30,near-aligned,far-anchor,5,2,0,100,68,line,95,D,2,8,12,30,10,21,17,6,1,2,5,4,0,3,9081
53,far-from-aligned,far-anchor,3,10,2,100,37,pie,95,B,10,53,3,7,9,10,8,6,5,4,1,2,0,3,9082
41,aligned,far-anchor,9,0,1,100,59,line,95,E,10,8,6,5,41,18,12,4,0,3,5,6,2,1,9083
23,aligned,near-anchor,2,0,2,75,75,line,95,D,16,13,10,23,13,23,2,4,3,2,5,1,0,6,9084
22,far-from-aligned,near-anchor,3,7,2,50,43,pie,95,D,26,7,7,22,5,23,10,2,0,4,3,6,5,1,9085
46,near-aligned,near-anchor,4,1,1,0,1,line,95,A,46,7,17,21,1,1,7,1,4,2,5,0,6,3,9086
48,far-from-aligned,near-anchor,2,11,2,50,39,pie,95,A,48,8,9,14,4,13,4,4,2,5,1,6,3,0,9087
39,far-from-aligned,far-anchor,11,5,1,75,31,line,95,B,5,39,11,17,19,3,6,5,3,2,0,4,1,6,9088
54,near-aligned,far-anchor,4,3,1,25,28,pie,95,G,1,3,10,6,12,14,54,2,0,3,6,5,1,4,9089
15,near-aligned,far-anchor,10,3,0,100,82,pie,95,F,5,34,24,17,2,15,3,2,1,4,0,3,5,6,9090
51,far-from-aligned,far-anchor,1,8,1,100,41,pie,95,E,7,18,6,8,51,8,2,2,1,0,6,5,4,3,9091
18,aligned,far-anchor,7,0,2,50,32,line,95,E,21,13,19,12,18,7,10,5,0,1,3,2,6,4,9092
24,near-aligned,near-anchor,1,1,1,25,2,pie,95,G,6,15,2,23,3,27,24,3,4,0,2,6,5,1,9093
54,far-from-aligned,far-anchor,4,5,1,100,41,pie,95,G,5,2,4,10,1,24,54,6,2,3,0,4,1,5,9094
37,far-from-aligned,far-anchor,12,6,2,100,57,line,95,A,37,2,6,14,6,6,29,5,2,6,3,0,4,1,9095
39,near-aligned,far-anchor,11,3,1,50,8,line,95,G,14,1,19,15,8,4,39,5,3,2,6,0,4,1,9096
51,near-aligned,far-anchor,1,2,1,75,22,line,95,B,14,51,3,5,13,10,4,4,3,5,1,0,6,2,9097
22,aligned,near-anchor,3,0,2,75,53,line,95,C,14,19,22,20,6,6,13,0,6,4,1,3,5,2,9098
46,far-from-aligned,near-anchor,4,6,1,75,35,line,95,G,2,9,6,10,9,18,46,3,2,1,6,5,0,4,9099
22,far-from-aligned,near-anchor,3,9,2,75,66,pie,95,B,10,22,12,12,9,29,6,2,5,6,0,3,1,4,9100
50,aligned,anchor,0,0,0,25 and 75,25,pie,95,A,50,3,12,7,10,4,14,3,2,1,5,0,6,4,9101
24,aligned,near-anchor,1,0,1,50,50,pie,95,D,9,25,10,24,16,8,8,3,0,5,4,6,1,2,9102
47,aligned,near-anchor,3,0,2,0,0,pie,95,A,47,9,20,2,8,5,9,0,5,3,2,4,1,6,9103
40,far-from-aligned,far-anchor,10,7,0,25,18,line,95,C,11,9,40,10,11,7,12,3,6,2,5,0,1,4,9104
31,far-from-aligned,far-anchor,6,5,1,100,64,pie,95,B,15,31,7,19,7,5,16,2,5,0,4,3,6,1,9105
23,far-from-aligned,near-anchor,2,9,2,75,66,line,95,F,9,11,13,27,12,23,5,0,6,2,1,3,5,4,9106
33,near-aligned,far-anchor,8,4,2,25,29,line,95,G,7,18,4,16,4,18,33,2,0,6,4,1,5,3,9107
18,far-from-aligned,far-anchor,7,5,2,25,12,line,95,D,10,8,4,18,9,39,12,6,2,4,1,3,5,0,9108
29,aligned,near-anchor,4,0,1,75,46,line,95,D,12,6,12,29,8,20,13,1,0,6,4,2,3,5,9109
23,near-aligned,near-anchor,2,4,2,75,56,pie,95,G,7,4,12,12,14,28,23,6,1,0,2,5,3,4,9110
55,far-from-aligned,far-anchor,5,9,0,75,11,pie,95,G,11,5,11,9,7,2,55,0,2,4,3,6,5,1,9111
55,aligned,far-anchor,5,0,0,100,45,line,95,G,7,9,13,4,1,11,55,5,1,4,0,3,2,6,9112
25,far-from-aligned,anchor,0,10,0,75 and 100,65,pie,95,G,31,8,20,3,10,3,25,2,1,0,4,6,3,5,9113
17,aligned,far-anchor,8,0,2,50,33,pie,95,C,8,13,17,14,21,12,15,6,5,2,3,1,0,4,9114
30,aligned,far-anchor,5,0,0,25,25,line,95,B,13,30,8,26,9,2,12,1,2,5,3,6,4,0,9115
23,far-from-aligned,near-anchor,2,10,2,50,37,line,95,C,14,15,23,4,6,16,22,5,0,3,6,1,2,4,9116
25,near-aligned,anchor,0,1,0,25 and 50,24,pie,95,D,4,13,25,25,11,4,18,5,1,6,2,0,4,3,9117
34,far-from-aligned,far-anchor,9,7,1,50,9,line,95,G,16,1,9,17,4,19,34,2,3,0,5,4,6,1,9118
26,near-aligned,near-anchor,1,2,1,50,52,line,95,A,26,27,9,4,14,7,13,4,0,5,3,2,1,6,9119
50,near-aligned,anchor,0,1,0,0 and 50,1,line,95,A,50,18,6,1,7,4,14,1,2,6,0,4,3,5,9120
23,aligned,near-anchor,2,0,2,75,75,pie,96,C,15,30,23,2,13,9,8,3,0,5,6,1,2,4,9121
45,far-from-aligned,far-anchor,5,5,0,25,20,pie,96,E,14,7,6,3,45,6,19,1,6,4,5,2,0,3,9122
36,near-aligned,far-anchor,11,4,1,0,4,pie,96,D,7,2,4,36,11,12,28,6,5,0,1,2,3,4,9123
50,near-aligned,anchor,0,3,0,25 and 75,22,pie,96,C,11,7,50,11,4,6,11,1,0,3,5,2,4,6,9124
25,far-from-aligned,anchor,0,7,0,50 and 75,43,pie,96,F,14,4,12,9,14,25,22,4,5,1,0,6,3,2,9125
27,near-aligned,near-anchor,2,4,2,75,44,pie,96,A,27,9,24,5,16,12,7,4,0,6,5,1,2,3,9126
39,aligned,far-anchor,11,0,1,50,50,line,96,B,10,39,11,7,9,9,15,2,5,6,4,0,1,3,9127
33,far-from-aligned,far-anchor,8,6,2,0,6,pie,96,B,10,33,20,6,13,2,16,6,1,2,0,3,5,4,9128
53,near-aligned,far-anchor,3,4,2,100,43,pie,96,C,5,5,53,4,15,13,5,3,0,5,6,2,4,1,9129
25,aligned,anchor,0,0,0,0 and 25,0,pie,96,E,16,3,15,19,25,14,8,3,2,5,6,0,4,1,9130
24,near-aligned,near-anchor,1,3,1,25,4,line,96,F,9,12,6,27,18,24,4,4,3,5,6,2,1,0,9131
39,far-from-aligned,far-anchor,11,6,1,25,19,line,96,E,11,12,8,3,39,11,16,0,4,1,3,2,5,6,9132
22,near-aligned,near-anchor,3,4,2,75,57,pie,96,C,7,15,22,24,13,6,13,0,5,4,1,2,6,3,9133
19,aligned,far-anchor,6,0,1,0,0,line,96,E,11,9,8,11,19,14,28,1,4,5,6,0,3,2,9134
27,far-from-aligned,near-anchor,2,10,2,75,38,pie,96,A,27,8,21,8,27,6,3,3,4,6,2,1,5,0,9135
18,far-from-aligned,far-anchor,7,7,2,25,14,pie,96,G,3,8,14,17,36,4,18,3,2,0,4,6,5,1,9136
37,near-aligned,far-anchor,12,3,2,50,10,line,96,D,16,11,4,37,10,13,9,4,2,3,1,0,6,5,9137
25,far-from-aligned,anchor,0,9,0,0 and 25,9,pie,96,G,7,9,5,20,20,14,25,4,0,6,2,5,3,1,9138
32,far-from-aligned,far-anchor,7,6,2,75,37,pie,96,B,13,32,16,22,8,7,2,6,3,5,2,0,1,4,9139
44,far-from-aligned,far-anchor,6,9,1,25,16,pie,96,A,44,6,6,9,11,10,14,2,0,6,4,3,1,5,9140
26,near-aligned,near-anchor,1,2,1,100,72,line,96,F,2,21,15,24,2,26,10,1,2,4,0,6,5,3,9141
22,far-from-aligned,near-anchor,3,5,2,50,33,line,96,C,15,22,22,15,8,15,3,5,0,3,6,2,4,1,9142
41,near-aligned,far-anchor,9,2,1,25,23,pie,96,A,41,19,9,8,17,4,2,2,0,5,3,6,1,4,9143
24,aligned,near-anchor,1,0,1,25,25,pie,96,D,8,16,6,24,17,12,17,0,5,3,2,1,6,4,9144
52,near-aligned,far-anchor,2,4,2,0,4,line,96,D,4,15,8,52,4,9,8,0,3,5,1,2,4,6,9145
21,aligned,near-anchor,4,0,1,100,79,line,96,A,21,3,31,4,13,9,19,6,0,1,5,3,2,4,9146
30,far-from-aligned,far-anchor,5,8,0,50,12,pie,96,D,5,12,1,30,5,21,26,6,0,5,1,3,4,2,9147
50,near-aligned,anchor,0,3,0,0 and 50,3,line,96,B,8,50,19,6,11,3,3,2,1,4,3,5,6,0,9148
38,aligned,far-anchor,12,0,2,25,25,line,96,D,9,17,9,38,5,6,16,3,6,0,2,5,4,1,9149
44,near-aligned,far-anchor,6,2,1,75,29,pie,96,G,9,13,8,12,10,4,44,4,2,6,0,5,1,3,9150
30,aligned,far-anchor,5,0,0,25,25,pie,96,F,15,11,10,9,15,30,10,1,5,4,3,6,2,0,9151
54,far-from-aligned,far-anchor,4,6,1,75,15,line,96,F,2,7,9,6,13,54,9,5,4,0,1,3,2,6,9152
35,aligned,far-anchor,10,0,0,50,50,line,96,B,19,35,15,9,13,6,3,0,5,6,4,2,3,1,9153
36,near-aligned,far-anchor,11,1,1,100,63,line,96,B,7,36,8,23,1,15,10,2,5,4,0,6,3,1,9154
40,near-aligned,far-anchor,10,3,0,50,7,pie,96,B,2,40,14,10,19,8,7,5,1,2,4,6,3,0,9155
22,near-aligned,near-anchor,3,3,2,25,22,pie,96,E,15,8,15,11,22,18,11,3,5,6,0,2,4,1,9156
28,far-from-aligned,near-anchor,3,8,2,0,8,pie,96,D,11,8,13,28,7,24,9,5,0,2,1,6,3,4,9157
36,far-from-aligned,far-anchor,11,7,1,25 and 75,32,line,96,B,5,36,6,20,7,19,7,2,3,4,1,5,6,0,9158
33,near-aligned,far-anchor,8,4,2,100,63,line,96,C,8,17,33,10,13,15,4,4,2,5,1,0,3,6,9159
28,near-aligned,near-anchor,3,1,2,100,71,line,96,A,28,16,15,24,1,14,2,5,2,4,1,6,3,0,9160
34,aligned,far-anchor,9,0,1,100,66,pie,96,B,4,34,4,21,18,3,16,0,6,5,4,2,1,3,9161
25,aligned,anchor,0,0,0,0 and 25,0,line,96,B,30,25,5,6,12,7,15,4,0,6,1,5,2,3,9162
19,near-aligned,far-anchor,6,3,1,75 and 100,78,pie,96,B,19,19,3,20,9,17,13,4,5,6,3,2,1,0,9163
23,near-aligned,near-anchor,2,2,2,50,48,pie,96,G,22,22,9,7,10,7,23,2,5,1,6,3,0,4,9164
27,aligned,near-anchor,2,0,2,75,48,line,96,D,17,2,19,27,21,6,8,0,3,5,4,1,6,2,9165
53,near-aligned,far-anchor,3,1,2,25,24,line,96,G,6,14,3,14,6,4,53,0,4,6,2,5,1,3,9166
38,far-from-aligned,far-anchor,12,6,2,50,44,pie,96,E,18,21,4,1,38,7,11,2,0,3,1,4,5,6,9167
36,near-aligned,far-anchor,11,3,1,50,11,pie,96,G,13,7,12,5,16,11,36,4,6,5,3,2,0,1,9168
27,near-aligned,near-anchor,2,1,2,50,22,line,96,G,13,7,19,15,9,10,27,4,1,6,0,3,5,2,9169
28,far-from-aligned,near-anchor,3,5,2,0,5,line,96,G,14,5,24,7,15,7,28,6,0,4,5,3,2,1,9170
21,far-from-aligned,near-anchor,4,7,1,75,68,pie,96,B,29,21,11,8,11,9,11,4,5,6,1,2,0,3,9171
25,aligned,anchor,0,0,0,0 and 25,0,line,96,C,11,19,25,24,13,3,5,6,3,0,4,2,5,1,9172
34,aligned,far-anchor,9,0,1,50,16,line,96,D,3,7,10,34,12,16,18,5,4,2,1,6,0,3,9173
15,far-from-aligned,far-anchor,10,7,0,25,17,line,96,F,15,9,22,17,15,15,7,6,3,2,0,5,1,4,9174
21,near-aligned,near-anchor,4,4,1,50,33,line,96,G,3,32,11,9,21,3,21,0,4,5,1,2,6,3,9175
29,far-from-aligned,near-anchor,4,8,1,100,63,pie,96,C,4,14,29,8,10,21,14,4,0,5,6,1,3,2,9176
18,far-from-aligned,far-anchor,7,6,2,25,13,line,96,B,16,18,13,4,22,20,7,2,1,0,6,3,5,4,9177
20,far-from-aligned,far-anchor,5,7,0,75,62,pie,96,G,15,18,11,11,4,21,20,0,6,4,3,2,1,5,9178
17,near-aligned,far-anchor,8,4,2,50,46,line,96,E,24,7,15,8,17,21,8,0,2,1,6,3,5,4,9179
35,near-aligned,far-anchor,10,2,0,50,13,line,96,D,13,2,10,35,5,27,8,0,6,3,1,4,5,2,9180
37,aligned,far-anchor,12,0,2,0,0,pie,96,A,37,15,9,3,14,7,15,0,2,3,5,1,6,4,9181
31,far-from-aligned,far-anchor,6,8,1,50,58,pie,96,D,19,6,7,31,23,3,11,4,1,2,5,0,3,6,9182
24,aligned,near-anchor,1,0,1,100,76,pie,96,B,22,24,7,5,6,20,16,5,6,0,1,4,3,2,9183
24,near-aligned,near-anchor,1,1,1,25,2,pie,96,B,29,24,9,15,2,2,19,5,1,4,2,3,0,6,9184
50,far-from-aligned,anchor,0,5,0,0 and 50,5,line,96,B,5,50,11,14,2,3,15,0,1,3,2,5,6,4,9185
48,aligned,near-anchor,2,0,2,50,2,pie,96,G,18,17,4,6,5,2,48,4,6,3,2,5,0,1,9186
29,aligned,near-anchor,4,0,1,50,21,line,96,A,29,22,9,12,3,18,7,2,5,4,6,1,0,3,9187
15,near-aligned,far-anchor,10,4,0,25,21,line,96,C,15,21,15,26,5,7,11,2,0,1,6,4,3,5,9188
54,far-from-aligned,far-anchor,4,5,1,100,41,line,96,F,6,9,9,3,14,54,5,3,1,0,2,4,5,6,9189
34,aligned,far-anchor,9,0,1,75,41,pie,96,F,19,23,4,10,6,34,4,6,1,3,2,5,4,0,9190
49,far-from-aligned,near-anchor,1,6,1,50,44,pie,96,G,5,5,9,7,15,10,49,1,2,4,6,3,0,5,9191
15,far-from-aligned,far-anchor,10,6,0,25,19,line,96,C,9,19,15,19,15,13,10,5,4,1,0,6,2,3,9192
26,aligned,near-anchor,1,0,1,50,50,pie,96,D,4,20,4,26,7,18,21,2,6,5,4,0,1,3,9193
16,aligned,far-anchor,9,0,1,75,59,pie,96,B,9,16,9,14,24,11,17,0,4,1,6,3,5,2,9194
15,near-aligned,far-anchor,10,1,0,100,84,pie,96,C,22,5,15,14,22,1,21,2,4,5,0,1,6,3,9195
46,aligned,near-anchor,4,0,1,75,29,line,96,B,5,46,4,10,2,11,22,2,3,6,5,0,4,1,9196
55,far-from-aligned,far-anchor,5,9,0,0,9,line,96,A,55,5,3,9,16,9,3,1,3,2,5,6,0,4,9197
34,near-aligned,far-anchor,9,4,1,50,12,line,96,F,4,2,16,12,21,34,11,5,4,6,0,3,1,2,9198
48,far-from-aligned,near-anchor,2,5,2,75,32,line,96,B,8,48,10,10,8,7,9,2,4,5,6,3,0,1,9199
49,far-from-aligned,near-anchor,1,10,1,75,36,line,96,B,12,49,21,3,12,1,2,2,4,1,6,5,0,3,9200
50,far-from-aligned,anchor,0,9,0,50 and 100,41,line,96,A,50,5,9,4,13,6,13,5,1,6,4,0,3,2,9201
52,aligned,far-anchor,2,0,2,0,0,line,96,D,8,17,7,52,11,3,2,4,3,2,0,1,6,5,9202
50,aligned,anchor,0,0,0,0 and 50,0,pie,96,E,10,11,12,6,50,7,4,2,3,4,6,0,1,5,9203
47,aligned,near-anchor,3,0,2,25,25,line,96,C,4,8,47,7,7,13,14,0,4,3,5,2,6,1,9204
48,near-aligned,near-anchor,2,1,2,50,3,pie,96,F,11,2,7,3,10,48,19,2,4,6,0,3,1,5,9205
47,far-from-aligned,near-anchor,3,10,2,50,40,line,96,C,9,3,47,15,11,13,2,2,3,5,1,4,6,0,9206
38,far-from-aligned,far-anchor,12,5,2,50,7,line,96,E,12,7,7,12,38,8,16,3,4,0,5,1,2,6,9207
29,far-from-aligned,near-anchor,4,7,1,25,32,line,96,D,11,14,15,29,11,6,14,6,4,2,3,1,0,5,9208
22,far-from-aligned,near-anchor,3,6,2,25,9,pie,96,D,15,24,5,22,9,18,7,5,2,3,1,0,6,4,9209
48,near-aligned,near-anchor,2,2,2,75,29,line,96,A,48,1,11,8,11,17,4,3,5,4,2,6,1,0,9210
50,near-aligned,anchor,0,2,0,25 and 75,23,pie,96,E,10,9,7,7,50,12,5,6,0,2,1,3,5,4,9211
24,far-from-aligned,near-anchor,1,9,1,50,41,pie,96,G,15,9,14,6,12,20,24,1,4,0,5,2,6,3,9212
28,far-from-aligned,near-anchor,3,11,2,0 and 50,11,line,96,A,28,6,11,8,20,15,12,1,2,0,5,4,3,6,9213
37,aligned,far-anchor,12,0,2,100,63,pie,96,E,14,9,9,9,37,3,19,0,2,5,1,6,3,4,9214
42,near-aligned,far-anchor,8,1,2,75,32,pie,96,C,6,9,42,9,3,20,11,5,2,3,4,0,1,6,9215
50,near-aligned,anchor,0,2,0,0 and 50,2,line,96,E,2,4,8,8,50,7,21,0,3,4,5,1,6,2,9216
19,far-from-aligned,far-anchor,6,7,1,75,68,line,97,B,13,19,7,17,19,15,10,6,5,4,3,2,0,1,9217
27,near-aligned,near-anchor,2,2,2,0,2,line,97,B,2,27,10,20,27,6,8,0,1,6,5,3,4,2,9218
